,index,NAME,TIME W/ CUTS,TIME W/O CUTS,NODES W/ CUTS,NODES W/O CUTS,PLabel NN,PLabel ET,PLabel RF,Time Label,Minimum Time,Minimum Nodes,PTime RF,PTime NN,PTime ET,PNodes RF,PNodes NN,PNodes ET
17,17,prod1.mps.gz,28.2855542,47.67888200000001,23996.0,84130.0,1,1,1,1,28.2855542,23996.0,28.2855542,28.2855542,28.2855542,23996.0,23996.0,23996.0
18,18,neos-3755335-nizao.mps.gz,16.354954000000003,16.8462054,1.0,1.0,1,1,1,1,16.354954000000003,1.0,16.354954000000003,16.354954000000003,16.354954000000003,1.0,1.0,1.0
19,19,neos-807639.mps.gz,18.8961038,8.470164,2243.0,1797.0,0,0,0,0,8.470164,1797.0,8.470164,8.470164,8.470164,1797.0,1797.0,1797.0
20,20,mcsched.mps.gz,236.5687694,207.3519248,4272.0,20843.0,0,0,0,0,207.3519248,4272.0,207.3519248,207.3519248,207.3519248,20843.0,20843.0,20843.0
21,21,drayage-25-23.mps.gz,16.5980348,96.8135738,266.0,17749.0,1,1,1,1,16.5980348,266.0,16.5980348,16.5980348,16.5980348,266.0,266.0,266.0
22,22,csched010.mps.gz,2597.4028008,4023.6542974000004,98303.0,1030671.0,1,1,1,1,2597.4028008,98303.0,2597.4028008,2597.4028008,2597.4028008,98303.0,98303.0,98303.0
23,23,chromaticindex512-7.mps.gz,4801.0580138,872.035203,36950.0,375.0,0,0,0,0,872.035203,375.0,872.035203,872.035203,872.035203,375.0,375.0,375.0
24,24,eilC76-2.mps.gz,2466.7006738,6112.254259199998,7851.0,40399.0,1,1,1,1,2466.7006738,7851.0,2466.7006738,2466.7006738,2466.7006738,7851.0,7851.0,7851.0
25,25,ran12x21.mps.gz,75.6680996,374.6637442,2246.0,588324.0,1,1,1,1,75.6680996,2246.0,75.6680996,75.6680996,75.6680996,2246.0,2246.0,2246.0
26,26,shipschedule8shipsmixuci.mps.gz,87.8743046,61.886175800000004,1822.0,1222.0,1,0,0,0,61.886175800000004,1222.0,61.886175800000004,87.8743046,61.886175800000004,1222.0,1822.0,1222.0
27,27,sorrell3.mps.gz,17136.851638,18000.006508,33190.0,813520.8,1,1,1,1,17136.851638,33190.0,17136.851638,17136.851638,17136.851638,33190.0,33190.0,33190.0
28,28,decomp2.mps.gz,82.51137999999999,8.534895599999999,6.0,336.0,1,1,0,0,8.534895599999999,6.0,8.534895599999999,82.51137999999999,82.51137999999999,336.0,6.0,6.0
29,29,supportcase17.mps.gz,22.9367318,9.274297,264.0,2388.0,0,0,0,0,9.274297,264.0,9.274297,9.274297,9.274297,2388.0,2388.0,2388.0
30,30,neos-850681.mps.gz,11.967252400000001,18000.02543,1.0,880228.4,1,1,1,1,11.967252400000001,1.0,11.967252400000001,11.967252400000001,11.967252400000001,1.0,1.0,1.0
31,31,neos-827015.mps.gz,1043.9401911999998,671.0349565999999,296.0,151.0,0,0,0,0,671.0349565999999,151.0,671.0349565999999,671.0349565999999,671.0349565999999,151.0,151.0,151.0
32,32,supportcase40.mps.gz,1214.6557948,1254.5467904000002,8835.0,70894.0,1,1,1,1,1214.6557948,8835.0,1214.6557948,1214.6557948,1214.6557948,8835.0,8835.0,8835.0
33,33,neos-956971.mps.gz,1231.7403266000001,18000.021310000004,61.0,7509.8,1,1,1,1,1231.7403266000001,61.0,1231.7403266000001,1231.7403266000001,1231.7403266000001,61.0,61.0,61.0
34,34,umts.mps.gz,1079.8409916,11604.852368,144227.0,3106370.0,1,1,1,1,1079.8409916,144227.0,1079.8409916,1079.8409916,1079.8409916,144227.0,144227.0,144227.0
35,35,mspsphard01i.mps.gz,10493.451548000001,3408.665521,323371.0,152457.0,0,0,0,0,3408.665521,152457.0,3408.665521,3408.665521,3408.665521,152457.0,152457.0,152457.0
36,36,ci-s4.mps.gz,101.8296238,31.509307200000002,81683.0,36900.0,0,0,0,0,31.509307200000002,36900.0,31.509307200000002,31.509307200000002,31.509307200000002,36900.0,36900.0,36900.0
37,37,Test3.mps.gz,7.7357428,18.267015,1.0,426.0,0,1,1,1,7.7357428,1.0,7.7357428,18.267015,7.7357428,1.0,426.0,1.0
38,38,neos-4722843-widden.mps.gz,1266.7531482,2143.71999,1048.0,18827.0,1,1,1,1,1266.7531482,1048.0,1266.7531482,1266.7531482,1266.7531482,1048.0,1048.0,1048.0
39,39,n3div36.mps.gz,14963.406998,18000.087187999998,306128.0,198119.8,1,1,1,1,14963.406998,198119.8,14963.406998,14963.406998,14963.406998,306128.0,306128.0,306128.0
40,40,map06.mps.gz,922.9703234000001,738.1319768,738.0,756.0,0,1,0,0,738.1319768,738.0,738.1319768,738.1319768,922.9703234000001,756.0,756.0,738.0
41,41,neos-4738912-atrato.mps.gz,2764.0768872,66.7244586,278355.0,4714.0,0,0,0,0,66.7244586,4714.0,66.7244586,66.7244586,66.7244586,4714.0,4714.0,4714.0
42,42,neos-4971100-bodrog.mps.gz,2.8589262000000004,2.8768458000000003,1.0,1.0,1,1,1,1,2.8589262000000004,1.0,2.8589262000000004,2.8589262000000004,2.8589262000000004,1.0,1.0,1.0
43,43,neos-827175.mps.gz,9.162978999999998,9.131001000000001,1.0,1.0,0,0,0,0,9.131001000000001,1.0,9.131001000000001,9.131001000000001,9.131001000000001,1.0,1.0,1.0
44,44,gfd-schedulen55f2d50m30k3i.mps.gz,15849.550538000001,18000.031671999997,5998.0,17451.8,1,1,1,1,15849.550538000001,5998.0,15849.550538000001,15849.550538000001,15849.550538000001,5998.0,5998.0,5998.0
45,45,neos-826224.mps.gz,26.7366056,19.368052,1.0,1.0,0,0,0,0,19.368052,1.0,19.368052,19.368052,19.368052,1.0,1.0,1.0
46,46,csched008.mps.gz,914.4706658000001,1131.6503774,56979.0,177227.0,1,1,1,1,914.4706658000001,56979.0,914.4706658000001,914.4706658000001,914.4706658000001,56979.0,56979.0,56979.0
47,47,neos-932721.mps.gz,8.2064298,7.6815316,1.0,1.0,0,0,0,0,7.6815316,1.0,7.6815316,7.6815316,7.6815316,1.0,1.0,1.0
48,48,railway_8_1_0.mps.gz,191.2536998,182.4504456,516.0,7467.0,0,0,0,0,182.4504456,516.0,182.4504456,182.4504456,182.4504456,7467.0,7467.0,7467.0
49,49,rmatr100-p5.mps.gz,604.5766104,490.4408036000001,405.0,395.0,0,0,0,0,490.4408036000001,395.0,490.4408036000001,490.4408036000001,490.4408036000001,395.0,395.0,395.0
50,50,roll3000.mps.gz,71.6744988,18000.05986,2830.0,6158300.8,1,1,1,1,71.6744988,2830.0,71.6744988,71.6744988,71.6744988,2830.0,2830.0,2830.0
51,51,fast0507.mps.gz,254.52336720000002,360.3421128,708.0,1014.0,1,1,1,1,254.52336720000002,708.0,254.52336720000002,254.52336720000002,254.52336720000002,708.0,708.0,708.0
52,52,neos-5075914-elvire.mps.gz,18000.018050000002,2055.9577173999996,894869.0,231220.0,0,0,0,0,2055.9577173999996,231220.0,2055.9577173999996,2055.9577173999996,2055.9577173999996,231220.0,231220.0,231220.0
53,53,ns1208400.mps.gz,232.81875400000004,102.02156719999998,567.0,136.0,0,1,0,0,102.02156719999998,136.0,102.02156719999998,102.02156719999998,232.81875400000004,136.0,136.0,567.0
54,54,neos-555001.mps.gz,1.7564322,2000.6681944,1.0,693016.0,1,1,1,1,1.7564322,1.0,1.7564322,1.7564322,1.7564322,1.0,1.0,1.0
55,55,neos5.mps.gz,1984.8260904000003,595.2112143999999,4441157.0,1533055.0,0,0,0,0,595.2112143999999,1533055.0,595.2112143999999,595.2112143999999,595.2112143999999,1533055.0,1533055.0,1533055.0
56,56,fhnw-binpack4-48.mps.gz,62.761985800000005,66.2116304,24649.0,40138.0,1,1,1,1,62.761985800000005,24649.0,62.761985800000005,62.761985800000005,62.761985800000005,24649.0,24649.0,24649.0
57,57,neos-5115478-kaveri.mps.gz,18000.004478,12457.144294,3459077.4,2615641.0,0,0,0,0,12457.144294,2615641.0,12457.144294,12457.144294,12457.144294,2615641.0,2615641.0,2615641.0
58,58,neos-4760493-puerua.mps.gz,18000.038254000003,5055.562159,1.2,15407.0,0,0,0,0,5055.562159,1.2,5055.562159,5055.562159,5055.562159,15407.0,15407.0,15407.0
59,59,nh97_potential.mps.gz,228.65820779999999,33.601518799999994,39116.0,32984.0,0,0,0,0,33.601518799999994,32984.0,33.601518799999994,33.601518799999994,33.601518799999994,32984.0,32984.0,32984.0
60,60,supportcase21i.mps.gz,94.7674504,14.9387842,2539.0,2633.0,0,0,0,0,14.9387842,2539.0,14.9387842,14.9387842,14.9387842,2633.0,2633.0,2633.0
61,61,neos-3699377-maori.mps.gz,723.5093305999999,352.08688219999993,22984.0,14774.0,0,0,0,0,352.08688219999993,14774.0,352.08688219999993,352.08688219999993,352.08688219999993,14774.0,14774.0,14774.0
62,62,dano3_3.mps.gz,113.670987,119.02685899999999,16.0,20.0,0,1,1,1,113.670987,16.0,113.670987,119.02685899999999,113.670987,16.0,20.0,16.0
63,63,neos-555343.mps.gz,18000.012024000003,7571.596373799999,515209.2,1209040.0,0,0,0,0,7571.596373799999,515209.2,7571.596373799999,7571.596373799999,7571.596373799999,1209040.0,1209040.0,1209040.0
64,64,s55.mps.gz,26.9296534,26.761979399999994,1.0,1.0,0,0,0,0,26.761979399999994,1.0,26.761979399999994,26.761979399999994,26.761979399999994,1.0,1.0,1.0
65,65,mas74.mps.gz,2466.4945708,1305.297761,7103212.0,5967997.0,0,0,0,0,1305.297761,5967997.0,1305.297761,1305.297761,1305.297761,5967997.0,5967997.0,5967997.0
66,66,gen-ip002.mps.gz,1482.1814974,1182.1506883999998,5859548.0,5112787.0,0,0,0,0,1182.1506883999998,5112787.0,1182.1506883999998,1182.1506883999998,1182.1506883999998,5112787.0,5112787.0,5112787.0
67,67,p200x1188c.mps.gz,4.148588999999999,2955.6568416,1.0,1044095.0,1,1,1,1,4.148588999999999,1.0,4.148588999999999,4.148588999999999,4.148588999999999,1.0,1.0,1.0
68,68,neos-4984115-canche.mps.gz,25.1498052,25.353414199999996,1.0,1.0,1,1,1,1,25.1498052,1.0,25.1498052,25.1498052,25.1498052,1.0,1.0,1.0
69,69,piperout-03.mps.gz,21.2119048,41.416274800000004,402.0,2130.0,1,1,1,1,21.2119048,402.0,21.2119048,21.2119048,21.2119048,402.0,402.0,402.0
70,70,aflow30a.mps.gz,29.557138999999996,45.709969799999996,1923.0,42445.0,1,1,1,1,29.557138999999996,1923.0,29.557138999999996,29.557138999999996,29.557138999999996,1923.0,1923.0,1923.0
71,71,mik-250-20-75-4.mps.gz,39.9440292,346.4629994,7906.0,1372077.0,1,1,1,1,39.9440292,7906.0,39.9440292,39.9440292,39.9440292,7906.0,7906.0,7906.0
72,72,neos-3610051-istra.mps.gz,1.8706398,10.426098999999999,192.0,5098.0,1,1,1,1,1.8706398,192.0,1.8706398,1.8706398,1.8706398,192.0,192.0,192.0
73,73,neos-5100895-inster.mps.gz,2499.5548956000002,1751.7370675999998,10140.0,58065.0,0,1,0,0,1751.7370675999998,10140.0,1751.7370675999998,1751.7370675999998,2499.5548956000002,58065.0,58065.0,10140.0
74,74,australia-abs-cta.mps.gz,330.550416,1551.8357918,1849.0,95605.0,1,0,1,1,330.550416,1849.0,330.550416,330.550416,1551.8357918,1849.0,1849.0,95605.0
75,75,gus-sch.mps.gz,5.988762400000001,11.766859399999998,136.0,2150.0,1,1,1,1,5.988762400000001,136.0,5.988762400000001,5.988762400000001,5.988762400000001,136.0,136.0,136.0
76,76,neos-1330346.mps.gz,5602.5208216,3547.8322070000004,363848.0,292491.0,0,0,0,0,3547.8322070000004,292491.0,3547.8322070000004,3547.8322070000004,3547.8322070000004,292491.0,292491.0,292491.0
77,77,gen-ip036.mps.gz,662.2517475999999,603.1403356,2144143.0,2023646.0,0,0,0,0,603.1403356,2023646.0,603.1403356,603.1403356,603.1403356,2023646.0,2023646.0,2023646.0
78,78,neos-3592146-hawea.mps.gz,18000.018858,3611.9677994,849258.2,378205.0,0,0,0,0,3611.9677994,378205.0,3611.9677994,3611.9677994,3611.9677994,378205.0,378205.0,378205.0
79,79,seymour.mps.gz,17978.000971999998,18000.004858,453967.8,848507.8,1,1,1,1,17978.000971999998,453967.8,17978.000971999998,17978.000971999998,17978.000971999998,453967.8,453967.8,453967.8
80,80,neos-1445765.mps.gz,47.4345008,37.1901886,263.0,612.0,0,0,0,0,37.1901886,263.0,37.1901886,37.1901886,37.1901886,612.0,612.0,612.0
81,81,hypothyroid-k1.mps.gz,14.262865600000001,3.7669469999999996,1.0,1.0,0,0,0,0,3.7669469999999996,1.0,3.7669469999999996,3.7669469999999996,3.7669469999999996,1.0,1.0,1.0
82,82,neos-1171448.mps.gz,6.012442,28.6577998,1.0,8.0,1,1,1,1,6.012442,1.0,6.012442,6.012442,6.012442,1.0,1.0,1.0
83,83,piperout-d27.mps.gz,82.9857524,44.8287404,902.0,152.0,0,0,0,0,44.8287404,152.0,44.8287404,44.8287404,44.8287404,152.0,152.0,152.0
84,84,iis-hc-cov.mps.gz,2461.912088,1759.6669660000002,69969.0,76535.0,0,0,0,0,1759.6669660000002,69969.0,1759.6669660000002,1759.6669660000002,1759.6669660000002,76535.0,76535.0,76535.0
85,85,neos-3581454-haast.mps.gz,517.4409788,5500.149392599999,11475.0,202155.0,1,1,1,1,517.4409788,11475.0,517.4409788,517.4409788,517.4409788,11475.0,11475.0,11475.0
86,86,graphdraw-gemcutter.mps.gz,68.650244,216.12751399999996,175780.0,885799.0,1,1,1,1,68.650244,175780.0,68.650244,68.650244,68.650244,175780.0,175780.0,175780.0
87,87,neos-503737.mps.gz,302.1724520000001,186.97952279999998,2729.0,5196.0,0,0,0,0,186.97952279999998,2729.0,186.97952279999998,186.97952279999998,186.97952279999998,5196.0,5196.0,5196.0
88,88,map18.mps.gz,308.4507002,349.38074300000005,306.0,799.0,0,1,1,1,308.4507002,306.0,308.4507002,349.38074300000005,308.4507002,306.0,799.0,306.0
89,89,neos-935769.mps.gz,18000.015492,12690.783862,1442.6,552.0,0,0,0,0,12690.783862,552.0,12690.783862,12690.783862,12690.783862,552.0,552.0,552.0
90,90,lectsched-1.mps.gz,655.0781196,199.84855359999997,5518.0,1410.0,0,0,0,0,199.84855359999997,1410.0,199.84855359999997,199.84855359999997,199.84855359999997,1410.0,1410.0,1410.0
91,91,qnet1.mps.gz,2.6027611999999998,2.2209544,3.0,102.0,0,0,0,0,2.2209544,3.0,2.2209544,2.2209544,2.2209544,102.0,102.0,102.0
92,92,qiu.mps.gz,68.29324,42.8749036,10652.0,9207.0,1,1,0,0,42.8749036,9207.0,42.8749036,68.29324,68.29324,9207.0,10652.0,10652.0
93,93,neos-957143.mps.gz,859.6462137999999,1019.6605348,48.0,70.0,1,1,1,1,859.6462137999999,48.0,859.6462137999999,859.6462137999999,859.6462137999999,48.0,48.0,48.0
94,94,map10.mps.gz,656.117494,739.9906890000001,732.0,2333.0,0,1,1,1,656.117494,732.0,656.117494,739.9906890000001,656.117494,732.0,2333.0,732.0
95,95,bc1.mps.gz,144.3613042,515.0746879999999,1691.0,17530.0,1,1,1,1,144.3613042,1691.0,144.3613042,144.3613042,144.3613042,1691.0,1691.0,1691.0
96,96,supportcase37.mps.gz,161.70820880000002,219.25034180000003,23.0,1140.0,1,1,1,1,161.70820880000002,23.0,161.70820880000002,161.70820880000002,161.70820880000002,23.0,23.0,23.0
97,97,n2seq36f.mps.gz,18.5768498,14.525594799999999,1580.0,3982.0,0,0,0,0,14.525594799999999,1580.0,14.525594799999999,14.525594799999999,14.525594799999999,3982.0,3982.0,3982.0
98,98,beasleyC1.mps.gz,5.589071,10.492634800000001,1.0,1752.0,1,1,1,1,5.589071,1.0,5.589071,5.589071,5.589071,1.0,1.0,1.0
99,99,tbfp-network.mps.gz,745.6603434000001,1206.9817289999999,34.0,419.0,1,1,1,1,745.6603434000001,34.0,745.6603434000001,745.6603434000001,745.6603434000001,34.0,34.0,34.0
100,100,gasprod1-2.mps.gz,61.304367400000004,345.006357,612.0,34724.0,1,1,1,1,61.304367400000004,612.0,61.304367400000004,61.304367400000004,61.304367400000004,612.0,612.0,612.0
101,101,f2gap201600.mps.gz,0.588332,817.8527338000001,1.0,621511.0,1,1,1,1,0.588332,1.0,0.588332,0.588332,0.588332,1.0,1.0,1.0
102,102,core2536-691.mps.gz,336.477674,1046.2541324000001,893.0,1199.0,1,1,1,1,336.477674,893.0,336.477674,336.477674,336.477674,893.0,893.0,893.0
103,103,neos-1122047.mps.gz,12.740823800000001,12.588596200000001,1.0,1.0,0,0,0,0,12.588596200000001,1.0,12.588596200000001,12.588596200000001,12.588596200000001,1.0,1.0,1.0
104,104,neos-1367061.mps.gz,54.63412679999999,54.984039800000005,1.0,1.0,1,1,1,1,54.63412679999999,1.0,54.63412679999999,54.63412679999999,54.63412679999999,1.0,1.0,1.0
105,105,neos-5195221-niemur.mps.gz,1871.3841361999998,2310.0751336000003,44657.0,117919.0,1,1,1,1,1871.3841361999998,44657.0,1871.3841361999998,1871.3841361999998,1871.3841361999998,44657.0,44657.0,44657.0
106,106,swath1.mps.gz,21.5661812,72.25702159999999,370.0,2697.0,0,1,1,1,21.5661812,370.0,21.5661812,72.25702159999999,21.5661812,370.0,2697.0,370.0
107,107,toll-like.mps.gz,16718.294914,18000.043644,360893.0,3529829.2,1,1,1,1,16718.294914,360893.0,16718.294914,16718.294914,16718.294914,360893.0,360893.0,360893.0
108,108,qnet1_o.mps.gz,2.321989,1.3271677999999998,1.0,237.0,0,0,0,0,1.3271677999999998,1.0,1.3271677999999998,1.3271677999999998,1.3271677999999998,237.0,237.0,237.0
109,109,neos-4805882-barwon.mps.gz,507.1547892,720.3206544000001,14721.0,36738.0,1,1,1,1,507.1547892,14721.0,507.1547892,507.1547892,507.1547892,14721.0,14721.0,14721.0
110,110,glass4.mps.gz,779.9078751999999,984.1670442000001,652204.0,2576934.0,1,1,1,1,779.9078751999999,652204.0,779.9078751999999,779.9078751999999,779.9078751999999,652204.0,652204.0,652204.0
111,111,ns2071214.mps.gz,2777.2518310000005,1528.9454578,209906.0,171030.0,0,0,0,0,1528.9454578,171030.0,1528.9454578,1528.9454578,1528.9454578,171030.0,171030.0,171030.0
112,112,bppc4-08.mps.gz,16293.387203999999,14502.004194,1283811.0,3490784.0,0,0,0,0,14502.004194,1283811.0,14502.004194,14502.004194,14502.004194,3490784.0,3490784.0,3490784.0
113,113,p500x2988d.mps.gz,2.9572903999999993,218.4563076,1.0,17714.0,1,1,1,1,2.9572903999999993,1.0,2.9572903999999993,2.9572903999999993,2.9572903999999993,1.0,1.0,1.0
114,114,neos-3660371-kurow.mps.gz,452.3229868,351.523674,95347.0,67129.0,0,1,0,0,351.523674,67129.0,351.523674,351.523674,452.3229868,67129.0,67129.0,95347.0
115,115,neos-5129192-manaia.mps.gz,84.2043392,88.20768400000001,1.0,1.0,1,1,1,1,84.2043392,1.0,84.2043392,84.2043392,84.2043392,1.0,1.0,1.0
116,116,drayage-100-12.mps.gz,36.2607592,1340.9122492000001,1373.0,217992.0,1,1,1,1,36.2607592,1373.0,36.2607592,36.2607592,36.2607592,1373.0,1373.0,1373.0
117,117,mappingmesh3x3mpeg2i.mps.gz,193.5809948,232.9497316,3368.0,1045.0,1,1,1,1,193.5809948,1045.0,193.5809948,193.5809948,193.5809948,3368.0,3368.0,3368.0
118,118,supportcase43.mps.gz,22.4406422,21.794142,1.0,1.0,1,1,0,0,21.794142,1.0,21.794142,22.4406422,22.4406422,1.0,1.0,1.0
119,119,neos-4724674-aorere.mps.gz,953.2490216,1046.0836952000002,3221.0,6920.0,1,1,1,1,953.2490216,3221.0,953.2490216,953.2490216,953.2490216,3221.0,3221.0,3221.0
120,120,neos-4966258-blicks.mps.gz,5389.981384000001,2151.9933558000002,2560.0,2888.0,0,1,0,0,2151.9933558000002,2560.0,2151.9933558000002,2151.9933558000002,5389.981384000001,2888.0,2888.0,2560.0
121,121,atlanta-ip.mps.gz,15300.894714,17929.061898,55649.0,126363.8,1,1,1,1,15300.894714,55649.0,15300.894714,15300.894714,15300.894714,55649.0,55649.0,55649.0
122,122,neos-1516309.mps.gz,0.5649013999999999,0.4438718,1.0,5.0,0,0,0,0,0.4438718,1.0,0.4438718,0.4438718,0.4438718,5.0,5.0,5.0
123,123,neos4.mps.gz,1.0703592,1.0680724000000001,1.0,1.0,0,0,0,0,1.0680724000000001,1.0,1.0680724000000001,1.0680724000000001,1.0680724000000001,1.0,1.0,1.0
124,124,ns2034125.mps.gz,11615.20821,16673.26842,12420.0,175089.0,1,1,1,1,11615.20821,12420.0,11615.20821,11615.20821,11615.20821,12420.0,12420.0,12420.0
125,125,cbs-cta.mps.gz,34.438032199999995,50.706552800000004,1.0,58.0,1,1,1,1,34.438032199999995,1.0,34.438032199999995,34.438032199999995,34.438032199999995,1.0,1.0,1.0
126,126,piperout-27.mps.gz,32.4456376,39.880568999999994,102.0,758.0,1,1,1,1,32.4456376,102.0,32.4456376,32.4456376,32.4456376,102.0,102.0,102.0
127,127,rococoC10-001000.mps.gz,1160.157203,2194.804671,50312.0,571173.0,1,1,1,1,1160.157203,50312.0,1160.157203,1160.157203,1160.157203,50312.0,50312.0,50312.0
128,128,timtab1CUTS.mps.gz,167.29317300000002,113.0659046,45864.0,147008.0,0,0,0,0,113.0659046,45864.0,113.0659046,113.0659046,113.0659046,147008.0,147008.0,147008.0
129,129,app3.mps.gz,5.1533608,1.6317873999999999,3.0,98.0,0,0,0,0,1.6317873999999999,3.0,1.6317873999999999,1.6317873999999999,1.6317873999999999,98.0,98.0,98.0
130,130,23588.mps.gz,5.5273702,2.3997484,576.0,981.0,0,0,0,0,2.3997484,576.0,2.3997484,2.3997484,2.3997484,981.0,981.0,981.0
131,131,neos-5079731-flyers.mps.gz,2115.353479600001,18000.023992,7457.0,258721.2,0,1,1,1,2115.353479600001,7457.0,2115.353479600001,18000.023992,2115.353479600001,7457.0,258721.2,7457.0
132,132,msc98-ip.mps.gz,13513.64007,18000.011057999996,27544.0,3483.0,1,1,1,1,13513.64007,3483.0,13513.64007,13513.64007,13513.64007,27544.0,27544.0,27544.0
133,133,neos-4976951-bunnoo.mps.gz,17813.652290000005,18000.026174,92.8,71.2,0,1,1,1,17813.652290000005,71.2,17813.652290000005,18000.026174,17813.652290000005,92.8,71.2,92.8
134,134,supportcase33.mps.gz,385.3984704,312.968275,4878.0,17526.0,0,0,0,0,312.968275,4878.0,312.968275,312.968275,312.968275,17526.0,17526.0,17526.0
135,135,neos-914441.mps.gz,12.7548694,9.2336332,1.0,1.0,1,1,0,0,9.2336332,1.0,9.2336332,12.7548694,12.7548694,1.0,1.0,1.0
136,136,mario-t-hard5i.mps.gz,58.7126876,827.4978934000001,1.0,614.0,1,1,1,1,58.7126876,1.0,58.7126876,58.7126876,58.7126876,1.0,1.0,1.0
137,137,neos-3636886-kereu.mps.gz,583.6971166,18000.128498,14209.0,722590.8,1,1,1,1,583.6971166,14209.0,583.6971166,583.6971166,583.6971166,14209.0,14209.0,14209.0
138,138,gen-ip054.mps.gz,1274.0568372,982.6909199999998,5682228.0,4609954.0,0,0,0,0,982.6909199999998,4609954.0,982.6909199999998,982.6909199999998,982.6909199999998,4609954.0,4609954.0,4609954.0
139,139,neos-5093327-huahum.mps.gz,5543.2890742,15770.16324,33313.0,582167.0,0,1,1,1,5543.2890742,33313.0,5543.2890742,15770.16324,5543.2890742,33313.0,582167.0,33313.0
140,140,neos-933966.mps.gz,6150.7958074,1354.7675516,734.0,87.0,0,0,0,0,1354.7675516,87.0,1354.7675516,1354.7675516,1354.7675516,87.0,87.0,87.0
141,141,neos-953928.mps.gz,610.7902168,18000.001784,114.0,5162.6,1,1,1,1,610.7902168,114.0,610.7902168,610.7902168,610.7902168,114.0,114.0,114.0
142,142,neos-3665875-lesum.mps.gz,11028.592358,18000.003910000003,339994.0,1440576.2,1,1,1,1,11028.592358,339994.0,11028.592358,11028.592358,11028.592358,339994.0,339994.0,339994.0
143,143,nu120-pr12.mps.gz,3.102721,7.2235994,49.0,1073.0,1,1,1,1,3.102721,49.0,3.102721,3.102721,3.102721,49.0,49.0,49.0
