,NAME,RANDOM SEED,TIME W/ CUTS,NODES W/ CUTS,TIME W/O CUTS,NODES W/O CUTS,GAP W/ CUTS,GAP W/O CUTS,INITIAL LP,PRESOLVING TIME,vars,bin_vars,int_vars,cont_vars,constr,linsetpart_constr,linsetpack_constr,linsetcov_constr,lincard_constr,lineqknap_constr,linbinpack_constr,linknaps_constr,linintknap_constr,linmixbin_constr,nonzeroes,obj_dyn,dynamism_mean,presol_vars,presol_int_vars,presol_constr
15,30_70_45_05_100.mps.gz,2,282.391689,46,239.31572999999997,201,0.0,0.0,-5336.0,1.624321,9.28470545393149,0.9999071667285555,0.0,9.28332714444857e-05,9.396819938918801,0.0,0.0,0.004066390041493776,0.0,0.0,0.0,0.0,0.0,0.14962655601659752,0.00035352912807601696,3.72884,0.0,9.284334051884509,0.0,9.396653950039674
16,30_70_45_05_100.mps.gz,4,282.72384700000003,46,240.967548,201,0.0,0.0,-5336.0,1.626472,9.28470545393149,0.9999071667285555,0.0,9.28332714444857e-05,9.396819938918801,0.0,0.0,0.004066390041493776,0.0,0.0,0.0,0.0,0.0,0.14962655601659752,0.00035352912807601696,3.72884,0.0,9.284334051884509,0.0,9.396653950039674
17,30_70_45_05_100.mps.gz,8,282.933251,46,239.754295,201,0.0,0.0,-5336.0,1.623856,9.28470545393149,0.9999071667285555,0.0,9.28332714444857e-05,9.396819938918801,0.0,0.0,0.004066390041493776,0.0,0.0,0.0,0.0,0.0,0.14962655601659752,0.00035352912807601696,3.72884,0.0,9.284334051884509,0.0,9.396653950039674
18,30_70_45_05_100.mps.gz,16,282.130789,46,239.791563,201,0.0,0.0,-5336.0,1.6340270000000001,9.28470545393149,0.9999071667285555,0.0,9.28332714444857e-05,9.396819938918801,0.0,0.0,0.004066390041493776,0.0,0.0,0.0,0.0,0.0,0.14962655601659752,0.00035352912807601696,3.72884,0.0,9.284334051884509,0.0,9.396653950039674
19,30_70_45_05_100.mps.gz,32,283.089399,46,240.569776,201,0.0,0.0,-5336.0,1.6172440000000001,9.28470545393149,0.9999071667285555,0.0,9.28332714444857e-05,9.396819938918801,0.0,0.0,0.004066390041493776,0.0,0.0,0.0,0.0,0.0,0.14962655601659752,0.00035352912807601696,3.72884,0.0,9.284334051884509,0.0,9.396653950039674
20,30_70_45_095_100.mps.gz,2,770.172331,201,56.25312099999999,1,0.0,0.0,-6132.0,2.661368,9.303466349965667,0.9999088921282799,0.0,9.110787172011662e-05,9.435561763085358,0.0,0.0,0.0014370110170844642,0.0,0.0,0.0,0.0,0.0,0.16413859172920325,0.00033923607991587413,3.78902,0.0,9.303375237943373,0.0,9.435561763085358
21,30_70_45_095_100.mps.gz,4,749.307169,201,56.153128,1,0.0,0.0,-6132.0,1.938273,9.303466349965667,0.9999088921282799,0.0,9.110787172011662e-05,9.435561763085358,0.0,0.0,0.0014370110170844642,0.0,0.0,0.0,0.0,0.0,0.16413859172920325,0.00033923607991587413,3.78902,0.0,9.303375237943373,0.0,9.435561763085358
22,30_70_45_095_100.mps.gz,8,735.801955,201,55.704246,1,0.0,0.0,-6132.0,2.072917,9.303466349965667,0.9999088921282799,0.0,9.110787172011662e-05,9.435561763085358,0.0,0.0,0.0014370110170844642,0.0,0.0,0.0,0.0,0.0,0.16413859172920325,0.00033923607991587413,3.78902,0.0,9.303375237943373,0.0,9.435561763085358
23,30_70_45_095_100.mps.gz,16,725.330345,201,55.483528,1,0.0,0.0,-6132.0,2.097398,9.303466349965667,0.9999088921282799,0.0,9.110787172011662e-05,9.435561763085358,0.0,0.0,0.0014370110170844642,0.0,0.0,0.0,0.0,0.0,0.16413859172920325,0.00033923607991587413,3.78902,0.0,9.303375237943373,0.0,9.435561763085358
24,30_70_45_095_100.mps.gz,32,739.378044,201,54.978285,1,0.0,0.0,-6132.0,1.9483669999999997,9.303466349965667,0.9999088921282799,0.0,9.110787172011662e-05,9.435561763085358,0.0,0.0,0.0014370110170844642,0.0,0.0,0.0,0.0,0.0,0.16413859172920325,0.00033923607991587413,3.78902,0.0,9.303375237943373,0.0,9.435561763085358
25,30_70_45_095_98.mps.gz,2,76.898436,1,26.348992,1,0.0,0.0,-5967.0,2.632132,9.304741047397666,0.999909008189263,0.0,9.099181073703367e-05,9.431161227920747,0.0,0.0,0.0015235346002726326,0.0,0.0,0.0,0.0,0.0,0.16053243524977948,0.00033845217902804753,3.7770599999999996,0.0,9.303648549109834,0.0,9.430359045942868
26,30_70_45_095_98.mps.gz,4,76.91572099999999,1,26.277651000000002,1,0.0,0.0,-5967.0,1.944277,9.304741047397666,0.999909008189263,0.0,9.099181073703367e-05,9.431161227920747,0.0,0.0,0.0015235346002726326,0.0,0.0,0.0,0.0,0.0,0.16053243524977948,0.00033845217902804753,3.7770599999999996,0.0,9.303648549109834,0.0,9.430359045942868
27,30_70_45_095_98.mps.gz,8,76.030644,1,26.3341,1,0.0,0.0,-5967.0,2.112848,9.304741047397666,0.999909008189263,0.0,9.099181073703367e-05,9.431161227920747,0.0,0.0,0.0015235346002726326,0.0,0.0,0.0,0.0,0.0,0.16053243524977948,0.00033845217902804753,3.7770599999999996,0.0,9.303648549109834,0.0,9.430359045942868
28,30_70_45_095_98.mps.gz,16,76.330772,1,26.286838,1,0.0,0.0,-5967.0,1.9355080000000002,9.304741047397666,0.999909008189263,0.0,9.099181073703367e-05,9.431161227920747,0.0,0.0,0.0015235346002726326,0.0,0.0,0.0,0.0,0.0,0.16053243524977948,0.00033845217902804753,3.7770599999999996,0.0,9.303648549109834,0.0,9.430359045942868
29,30_70_45_095_98.mps.gz,32,76.61319499999999,1,26.38444,1,0.0,0.0,-5967.0,2.1298529999999998,9.304741047397666,0.999909008189263,0.0,9.099181073703367e-05,9.431161227920747,0.0,0.0,0.0015235346002726326,0.0,0.0,0.0,0.0,0.0,0.16053243524977948,0.00033845217902804753,3.7770599999999996,0.0,9.303648549109834,0.0,9.430359045942868
30,30n20b8.mps.gz,2,152.822754,1617,153.507049,13632,0.0,0.0,107.09839099999999,18.402335,9.819018395909678,0.996626768226333,0.0033732317736670293,0.0,6.3561076606958915,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010362448615645024,0.29243,0.5955050000000001,8.991313336173812,0.00024897298643097225,6.19644412779452
31,30n20b8.mps.gz,4,153.154792,1617,148.933041,13632,0.0,0.0,107.09839099999999,18.639485999999998,9.819018395909678,0.996626768226333,0.0033732317736670293,0.0,6.3561076606958915,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010362448615645024,0.29243,0.5955050000000001,8.991313336173812,0.00024897298643097225,6.19644412779452
32,30n20b8.mps.gz,8,153.636893,1617,145.512297,13632,0.0,0.0,107.09839099999999,18.482956,9.819018395909678,0.996626768226333,0.0033732317736670293,0.0,6.3561076606958915,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010362448615645024,0.29243,0.5955050000000001,8.991313336173812,0.00024897298643097225,6.19644412779452
33,30n20b8.mps.gz,16,152.106887,1617,145.180454,13632,0.0,0.0,107.09839099999999,18.665178,9.819018395909678,0.996626768226333,0.0033732317736670293,0.0,6.3561076606958915,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010362448615645024,0.29243,0.5955050000000001,8.991313336173812,0.00024897298643097225,6.19644412779452
34,30n20b8.mps.gz,32,150.433493,1617,145.480032,13632,0.0,0.0,107.09839099999999,18.492982,9.819018395909678,0.996626768226333,0.0033732317736670293,0.0,6.3561076606958915,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010362448615645024,0.29243,0.5955050000000001,8.991313336173812,0.00024897298643097225,6.19644412779452
35,CMS750_4.mps.gz,2,18000.81453,1,15105.128340000001,155687,0.04,0.0,250.0,4.266585,9.367087677650707,0.6152004787552364,0.0,0.38479952124476363,9.703877405604631,0.0,0.0,0.14883096270068982,0.0,0.0,0.0,0.0,0.0,0.3935046700445638,0.00023434757143962,0.0,0.565802,9.36700218198956,0.0,9.70381635740706
36,CMS750_4.mps.gz,4,18000.28423,1,17181.06604,155687,0.04,0.0,250.0,3.8844220000000003,9.367087677650707,0.6152004787552364,0.0,0.38479952124476363,9.703877405604631,0.0,0.0,0.14883096270068982,0.0,0.0,0.0,0.0,0.0,0.3935046700445638,0.00023434757143962,0.0,0.565802,9.36700218198956,0.0,9.70381635740706
37,CMS750_4.mps.gz,8,18000.639919999998,1,16802.49237,155687,0.04,0.0,250.0,4.604001,9.367087677650707,0.6152004787552364,0.0,0.38479952124476363,9.703877405604631,0.0,0.0,0.14883096270068982,0.0,0.0,0.0,0.0,0.0,0.3935046700445638,0.00023434757143962,0.0,0.565802,9.36700218198956,0.0,9.70381635740706
38,CMS750_4.mps.gz,16,18000.39231,1,15574.1749,155687,0.04,0.0,250.0,4.241556,9.367087677650707,0.6152004787552364,0.0,0.38479952124476363,9.703877405604631,0.0,0.0,0.14883096270068982,0.0,0.0,0.0,0.0,0.0,0.3935046700445638,0.00023434757143962,0.0,0.565802,9.36700218198956,0.0,9.70381635740706
39,CMS750_4.mps.gz,32,18000.33078,1,14754.07409,155687,0.04,0.0,250.0,3.893161,9.367087677650707,0.6152004787552364,0.0,0.38479952124476363,9.703877405604631,0.0,0.0,0.14883096270068982,0.0,0.0,0.0,0.0,0.0,0.3935046700445638,0.00023434757143962,0.0,0.565802,9.36700218198956,0.0,9.70381635740706
40,Test3.mps.gz,2,7.6973460000000005,1,17.714129,426,0.0,0.0,2241736.0,2.233326,11.187403059535267,0.45894897182025896,0.0,0.541051028179741,10.833286634435076,0.003393843725335438,0.0006511444356748224,0.0,0.0,0.0,0.0,0.0014009471191791633,0.0,0.07434885556432518,0.00016882275319997546,0.0,0.387977,8.93642970360832,0.0,8.2482674474469
41,Test3.mps.gz,4,7.725167999999999,1,18.151011999999998,426,0.0,0.0,2241736.0,2.22607,11.187403059535267,0.45894897182025896,0.0,0.541051028179741,10.833286634435076,0.003393843725335438,0.0006511444356748224,0.0,0.0,0.0,0.0,0.0014009471191791633,0.0,0.07434885556432518,0.00016882275319997546,0.0,0.387977,8.93642970360832,0.0,8.2482674474469
42,Test3.mps.gz,8,7.72244,1,18.393289000000003,426,0.0,0.0,2241736.0,2.2728919999999997,11.187403059535267,0.45894897182025896,0.0,0.541051028179741,10.833286634435076,0.003393843725335438,0.0006511444356748224,0.0,0.0,0.0,0.0,0.0014009471191791633,0.0,0.07434885556432518,0.00016882275319997546,0.0,0.387977,8.93642970360832,0.0,8.2482674474469
43,Test3.mps.gz,16,7.8010660000000005,1,18.585310999999997,426,0.0,0.0,2241736.0,2.3014240000000004,11.187403059535267,0.45894897182025896,0.0,0.541051028179741,10.833286634435076,0.003393843725335438,0.0006511444356748224,0.0,0.0,0.0,0.0,0.0014009471191791633,0.0,0.07434885556432518,0.00016882275319997546,0.0,0.387977,8.93642970360832,0.0,8.2482674474469
44,Test3.mps.gz,32,7.732694,1,18.491334,426,0.0,0.0,2241736.0,2.317309,11.187403059535267,0.45894897182025896,0.0,0.541051028179741,10.833286634435076,0.003393843725335438,0.0006511444356748224,0.0,0.0,0.0,0.0,0.0014009471191791633,0.0,0.07434885556432518,0.00016882275319997546,0.0,0.387977,8.93642970360832,0.0,8.2482674474469
45,ab51-40-100.mps.gz,2,739.497093,1316,1433.227078,1000,0.0,0.0,-3998180000000.0,6.075080000000001,9.447386828459384,1.0,0.0,0.0,9.383705270727246,0.0,0.010426301185571344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004825738243585846,6.6184199999999995,0.0,9.447386828459384,0.0,9.383452989684827
46,ab51-40-100.mps.gz,4,726.540707,1316,1380.549791,1000,0.0,0.0,-3998180000000.0,5.628792,9.447386828459384,1.0,0.0,0.0,9.383705270727246,0.0,0.010426301185571344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004825738243585846,6.6184199999999995,0.0,9.447386828459384,0.0,9.383452989684827
47,ab51-40-100.mps.gz,8,708.971868,1316,1372.457427,1000,0.0,0.0,-3998180000000.0,5.445626,9.447386828459384,1.0,0.0,0.0,9.383705270727246,0.0,0.010426301185571344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004825738243585846,6.6184199999999995,0.0,9.447386828459384,0.0,9.383452989684827
48,ab51-40-100.mps.gz,16,697.5205639999999,1316,1382.8387890000001,1000,0.0,0.0,-3998180000000.0,5.482849,9.447386828459384,1.0,0.0,0.0,9.383705270727246,0.0,0.010426301185571344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004825738243585846,6.6184199999999995,0.0,9.447386828459384,0.0,9.383452989684827
49,ab51-40-100.mps.gz,32,714.29434,1316,1367.630444,1000,0.0,0.0,-3998180000000.0,5.424686,9.447386828459384,1.0,0.0,0.0,9.383705270727246,0.0,0.010426301185571344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004825738243585846,6.6184199999999995,0.0,9.447386828459384,0.0,9.383452989684827
50,ab67-40-100.mps.gz,2,304.893879,73,320.047576,75,0.0,0.0,-4706400000000.0,6.138602,9.458137510729049,1.0,0.0,0.0,9.40029935589935,0.0,0.010089315249751903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004897345452994417,4.88588,0.0,9.458137510729049,0.0,9.400051227201992
51,ab67-40-100.mps.gz,4,301.73809900000003,73,318.072704,75,0.0,0.0,-4706400000000.0,5.824803,9.458137510729049,1.0,0.0,0.0,9.40029935589935,0.0,0.010089315249751903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004897345452994417,4.88588,0.0,9.458137510729049,0.0,9.400051227201992
52,ab67-40-100.mps.gz,8,299.802492,73,316.563104,75,0.0,0.0,-4706400000000.0,5.763079,9.458137510729049,1.0,0.0,0.0,9.40029935589935,0.0,0.010089315249751903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004897345452994417,4.88588,0.0,9.458137510729049,0.0,9.400051227201992
53,ab67-40-100.mps.gz,16,296.982204,73,316.89357,75,0.0,0.0,-4706400000000.0,5.831526,9.458137510729049,1.0,0.0,0.0,9.40029935589935,0.0,0.010089315249751903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004897345452994417,4.88588,0.0,9.458137510729049,0.0,9.400051227201992
54,ab67-40-100.mps.gz,32,297.626529,73,309.234174,75,0.0,0.0,-4706400000000.0,5.8217099999999995,9.458137510729049,1.0,0.0,0.0,9.40029935589935,0.0,0.010089315249751903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004897345452994417,4.88588,0.0,9.458137510729049,0.0,9.400051227201992
55,ab69-40-100.mps.gz,2,377.21562400000005,89,430.574101,109,0.0,0.0,-4636150000000.0,6.249402,9.443196602144186,1.0,0.0,0.0,9.385217621880901,0.0,0.01024263286038116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004937653518866841,4.67394,0.0,9.443196602144186,0.0,9.384965722135666
56,ab69-40-100.mps.gz,4,373.277089,89,426.70280099999997,109,0.0,0.0,-4636150000000.0,5.877811,9.443196602144186,1.0,0.0,0.0,9.385217621880901,0.0,0.01024263286038116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004937653518866841,4.67394,0.0,9.443196602144186,0.0,9.384965722135666
57,ab69-40-100.mps.gz,8,371.064123,89,426.223883,109,0.0,0.0,-4636150000000.0,5.827412000000001,9.443196602144186,1.0,0.0,0.0,9.385217621880901,0.0,0.01024263286038116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004937653518866841,4.67394,0.0,9.443196602144186,0.0,9.384965722135666
58,ab69-40-100.mps.gz,16,371.891396,89,416.16441000000003,109,0.0,0.0,-4636150000000.0,5.752331,9.443196602144186,1.0,0.0,0.0,9.385217621880901,0.0,0.01024263286038116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004937653518866841,4.67394,0.0,9.443196602144186,0.0,9.384965722135666
59,ab69-40-100.mps.gz,32,390.382048,89,412.922772,109,0.0,0.0,-4636150000000.0,5.726187,9.443196602144186,1.0,0.0,0.0,9.385217621880901,0.0,0.01024263286038116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004937653518866841,4.67394,0.0,9.443196602144186,0.0,9.384965722135666
60,ab71-20-100.mps.gz,2,196.447349,699,197.559157,706,0.0,0.0,-2595740000000.0,2.375794,8.808219665118408,1.0,0.0,0.0,8.760923376338836,0.0,0.01896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983249999648513,4.67394,0.0,8.808070154764538,0.0,8.759982494977281
61,ab71-20-100.mps.gz,4,194.507646,699,195.182844,706,0.0,0.0,-2595740000000.0,2.125696,8.808219665118408,1.0,0.0,0.0,8.760923376338836,0.0,0.01896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983249999648513,4.67394,0.0,8.808070154764538,0.0,8.759982494977281
62,ab71-20-100.mps.gz,8,191.695843,699,194.955248,706,0.0,0.0,-2595740000000.0,2.121856,8.808219665118408,1.0,0.0,0.0,8.760923376338836,0.0,0.01896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983249999648513,4.67394,0.0,8.808070154764538,0.0,8.759982494977281
63,ab71-20-100.mps.gz,16,191.161935,699,194.492191,706,0.0,0.0,-2595740000000.0,2.1417509999999997,8.808219665118408,1.0,0.0,0.0,8.760923376338836,0.0,0.01896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983249999648513,4.67394,0.0,8.808070154764538,0.0,8.759982494977281
64,ab71-20-100.mps.gz,32,191.379088,699,194.103655,706,0.0,0.0,-2595740000000.0,2.125639,8.808219665118408,1.0,0.0,0.0,8.760923376338836,0.0,0.01896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983249999648513,4.67394,0.0,8.808070154764538,0.0,8.759982494977281
65,ab72-40-100.mps.gz,2,592.469564,152,632.969728,152,0.0,0.0,-4570070000000.0,6.097988,9.423029465386534,1.0,0.0,0.0,9.364862411412354,0.0,0.010367577756833177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004996665864793354,4.67394,0.0,9.423029465386534,0.0,9.364605330987612
66,ab72-40-100.mps.gz,4,611.805995,152,628.387921,152,0.0,0.0,-4570070000000.0,5.729801999999999,9.423029465386534,1.0,0.0,0.0,9.364862411412354,0.0,0.010367577756833177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004996665864793354,4.67394,0.0,9.423029465386534,0.0,9.364605330987612
67,ab72-40-100.mps.gz,8,603.544528,152,612.890322,152,0.0,0.0,-4570070000000.0,5.735247,9.423029465386534,1.0,0.0,0.0,9.364862411412354,0.0,0.010367577756833177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004996665864793354,4.67394,0.0,9.423029465386534,0.0,9.364605330987612
68,ab72-40-100.mps.gz,16,612.773403,152,601.2870379999999,152,0.0,0.0,-4570070000000.0,5.589385,9.423029465386534,1.0,0.0,0.0,9.364862411412354,0.0,0.010367577756833177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004996665864793354,4.67394,0.0,9.423029465386534,0.0,9.364605330987612
69,ab72-40-100.mps.gz,32,603.238378,152,594.538187,152,0.0,0.0,-4570070000000.0,5.426018,9.423029465386534,1.0,0.0,0.0,9.364862411412354,0.0,0.010367577756833177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004996665864793354,4.67394,0.0,9.423029465386534,0.0,9.364605330987612
70,acc-tight2.mps.gz,2,15.850001,7,10.101768,80,0.0,0.0,0.0,0.09249,7.3901814282264295,1.0,0.0,0.0,7.832014180505469,0.1,0.06428571428571428,0.0,0.010714285714285714,0.0,0.0,0.0,0.0,0.0,0.0037544091710758377,0.0,0.0,7.3901814282264295,0.0,7.832014180505469
71,acc-tight2.mps.gz,4,15.760191,7,10.055227,80,0.0,0.0,0.0,0.089821,7.3901814282264295,1.0,0.0,0.0,7.832014180505469,0.1,0.06428571428571428,0.0,0.010714285714285714,0.0,0.0,0.0,0.0,0.0,0.0037544091710758377,0.0,0.0,7.3901814282264295,0.0,7.832014180505469
72,acc-tight2.mps.gz,8,15.386014999999999,7,10.112808,80,0.0,0.0,0.0,0.09188500000000001,7.3901814282264295,1.0,0.0,0.0,7.832014180505469,0.1,0.06428571428571428,0.0,0.010714285714285714,0.0,0.0,0.0,0.0,0.0,0.0037544091710758377,0.0,0.0,7.3901814282264295,0.0,7.832014180505469
73,acc-tight2.mps.gz,16,15.511652999999999,7,10.036712,80,0.0,0.0,0.0,0.094453,7.3901814282264295,1.0,0.0,0.0,7.832014180505469,0.1,0.06428571428571428,0.0,0.010714285714285714,0.0,0.0,0.0,0.0,0.0,0.0037544091710758377,0.0,0.0,7.3901814282264295,0.0,7.832014180505469
74,acc-tight2.mps.gz,32,15.420842000000002,7,10.074923,80,0.0,0.0,0.0,0.09398200000000001,7.3901814282264295,1.0,0.0,0.0,7.832014180505469,0.1,0.06428571428571428,0.0,0.010714285714285714,0.0,0.0,0.0,0.0,0.0,0.0037544091710758377,0.0,0.0,7.3901814282264295,0.0,7.832014180505469
75,acc-tight4.mps.gz,2,218.547269,1087,123.80557900000001,674,0.0,0.0,0.0,0.801323,7.3901814282264295,1.0,0.0,0.0,8.09712193091871,0.07945205479452055,0.049315068493150684,0.0027397260273972603,0.010958904109589041,0.0,0.0,0.0,0.0,0.0027397260273972603,0.0032081853543040758,0.0,0.0,7.3901814282264295,0.0,8.09712193091871
76,acc-tight4.mps.gz,4,219.634273,1087,121.298898,674,0.0,0.0,0.0,0.804968,7.3901814282264295,1.0,0.0,0.0,8.09712193091871,0.07945205479452055,0.049315068493150684,0.0027397260273972603,0.010958904109589041,0.0,0.0,0.0,0.0,0.0027397260273972603,0.0032081853543040758,0.0,0.0,7.3901814282264295,0.0,8.09712193091871
77,acc-tight4.mps.gz,8,218.430362,1087,122.222218,674,0.0,0.0,0.0,0.7873319999999999,7.3901814282264295,1.0,0.0,0.0,8.09712193091871,0.07945205479452055,0.049315068493150684,0.0027397260273972603,0.010958904109589041,0.0,0.0,0.0,0.0,0.0027397260273972603,0.0032081853543040758,0.0,0.0,7.3901814282264295,0.0,8.09712193091871
