,NAME,TIME W/ CUTS,CUTS OFF_FIRST ROUND,PRESOLVING TIME W/ CUTS,PRESOLVING TIME W/O CUTS,TIME FIRST ROUND,NODES W/ CUTS,NODES W/O CUTS,INITIAL LP W/ CUTS,INITIAL LP W/O CUTS,FIRST ROUND CUT,vars,bin_vars,int_vars,cont_vars,constr,linsetpart_constr,linsetpack_constr,linsetcov_constr,lincard_constr,lineqknap_constr,linbinpack_constr,linknaps_constr,linintknap_constr,linmixbin_constr,nonzeroes,obj_dyn,dynamism_mean,presol_vars,presol_int_vars,presol_constr,Time Label
21,air05.mps.gz,53.397517400000005,56.2624012,0.4011248,0.445069,2.393376,523.0,722.0,-40465.0,-40465.0,25910.3842,8.881141619321467,1.0,0.0,0.0,6.054439346269372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017004831863546347,1.8839,0.0,8.881141619321467,0.0,6.054439346269372,1
22,aligninq.mps.gz,42.60985,19.9275484,0.10098800000000001,0.10275240000000001,0.3681842000000001,979.0,343.0,2654.736802,2654.736802,2659.726568,7.5126175446745105,0.9994538503549972,0.0,0.0005461496450027307,5.828945617610208,0.0,0.0,0.0,0.0,0.0,0.0,0.035294117647058816,0.0,0.19117647058823528,0.02527387798374402,0.0,0.015709200000000003,7.5126175446745105,0.0,5.828945617610208,0
23,app1-1.mps.gz,7.716334400000001,1.1772746,0.41319800000000007,0.4248518,0.4741824,12.0,4.0,-23.0,-23.0,-21.62335336,7.816013839159028,0.4939516129032258,0.0,0.5060483870967742,8.502282578680482,0.0,0.0,0.005075111652456354,0.0,0.0,0.0,0.0,0.0,0.7460414129110841,0.0014959300878812885,0.0,1.2796,7.814803429489357,0.0,8.491465042843506,0
24,app1-2.mps.gz,1089.4512156,355.9930326,8.217614600000001,8.517669399999999,12.8045544,40804.0,11191.0,-266.0,-266.0,-262.34554390000005,10.198802917143304,0.4949573890067359,0.0,0.5050426109932641,10.886819920140972,0.0,0.0,0.004975031327734865,0.0,0.0,0.0,0.0,0.0,0.7461611835337685,0.00013863253991593805,0.0,1.47837,10.198132825539046,0.0,10.8807416723684,0
25,app2-1.mps.gz,0.40761339999999996,0.4068104,0.17244199999999998,0.184891,0.0,1.0,1.0,19294.25,19294.25,0.0,8.096512917501594,1.0,0.0,0.0,6.945051063725833,0.0,0.013487475915221581,0.0,0.0,0.0,0.0,0.0,0.0,0.0019267822736030826,0.0025389156611656826,5.97658,0.00964261,8.096512917501594,0.0,6.945051063725833,0
26,app2-2.mps.gz,1.4482384,0.4345224,0.0914364,0.0764514,0.077749,1.0,1.0,212040.3571,212040.3571,212040.3571,7.111512116496158,1.0,0.0,0.0,5.814130531825067,0.0,0.03582089552238806,0.0,0.0,0.0,0.0,0.0,0.0,0.005970149253731343,0.007620949088164399,3.3166900000000004,0.0146482,7.111512116496158,0.0,5.814130531825067,0
27,app3.mps.gz,5.1533608,1.7686632,0.077227,0.0720426,0.1368758,3.0,98.0,-31829377681.0,-31829377681.0,5627880.207,8.03268487596762,0.032467532467532464,0.0,0.9675324675324676,6.641182169740591,0.0,0.006527415143603133,0.0,0.0,0.0,0.0,0.0,0.0,0.8890339425587467,0.006233681462140993,5.9008,0.514296,7.45645455517621,0.0,5.950642552587727,0
28,arki001.mps.gz,18000.962310000003,3197.85564,0.1394452,0.12327460000000001,0.370063,2268924.0,1761208.0,1273480.9,1273480.9,7579621.852000001,7.235619141066751,0.3184438040345821,0.069164265129683,0.6123919308357348,6.954638864880988,0.0,0.0019083969465648852,0.0,0.0,0.0,0.0,0.0,0.0038167938931297713,0.10782442748091606,0.014037991948434785,0.0,2.83386,6.905753276311463,0.09619238476953908,6.663132695990802,0
29,atlanta-ip.mps.gz,15300.894714,17989.413269599998,4.751780999999999,2.2003966000000004,60.35137159999999,55649.0,126363.8,3.001578657,3.001578657,81.25524491,10.794214292279008,0.9575074890229389,0.0021748943329640115,0.040317616644097005,9.986541107671414,0.03598380268728143,0.0,0.0,0.2549236149457022,0.0,0.0,0.03561568194367753,4.601509295048776e-05,0.4234308853303884,0.00024314413635612896,7.23044,0.6987270000000001,9.824227871550496,0.004059320199177311,9.933483152571508,1
30,australia-abs-cta.mps.gz,330.550416,1553.7949222,0.8566625999999999,0.706374,1.9591304,1849.0,95605.0,104.0290679,0.0,44.99468628,10.814926533679259,0.01844929458579525,0.0,0.9815507054142047,8.28045768658256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0691839837810441,0.0001721051633443627,0.0,1.7490400000000002,9.556904372164187,0.0,8.28045768658256,1
31,bab5.mps.gz,13413.205184,18017.127226799996,5.2357002,4.335378400000001,17.1221528,204088.0,381053.0,-1775422.122,-1775422.122,-114930.53530000002,9.980448593672255,1.0,0.0,0.0,8.509967146324497,0.09206285253827558,0.017727639000805803,0.0,0.11039484286865434,0.064464141821112,0.0,0.0024174053182917004,0.0,0.014907332796132152,0.00145044319097502,2.38861,0.0202352,9.980448593672255,0.0,8.506334448081361,1
32,bc.mps.gz,414.88762280000003,13390.528179,4.6062596,3.7219349999999998,7.2659009999999995,2375.0,523884.0,4.289050631,4.289050631,4.547231762,7.467942332285853,0.27584237578526555,0.0,0.7241576242147344,7.556427969440253,0.0,0.08416100365917407,0.0,0.0,0.0,0.0,0.0,0.0,0.41087297438578146,0.06778950598910995,0.0,4.08465,7.467942332285853,0.0,7.556427969440253,1
33,bc1.mps.gz,144.3613042,520.3905532000001,3.3551770000000003,2.9956422,5.315865199999999,1691.0,17530.0,2.188776349,2.188776349,2.192710148,7.467942332285853,0.143917761279269,0.0,0.856082238720731,7.556427969440253,0.0,0.04391008886565604,0.0,0.0,0.0,0.0,0.0,0.0,0.4511238891792996,0.06778950598910995,0.0,4.08465,7.467942332285853,0.0,7.556427969440253,1
34,beasleyC1.mps.gz,5.589071,10.5704296,0.046214000000000005,0.037614400000000006,0.07779480000000001,1.0,1752.0,25.0,25.0,61.0,7.824046010856295,0.5,0.0,0.5,7.4673710669175595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20285714285714285,0.001142857142857143,1.0,0.43004300000000006,7.823245690685522,0.0,7.466227556215482,1
35,beavma.mps.gz,1.3358472000000001,7.724781,0.0458432,0.0394038,0.0556928,1.0,5697.0,128906.8,128906.8,333724.0713,5.966146739123692,0.5,0.0,0.5,5.918893854273146,0.0,0.06182795698924731,0.0,0.0,0.0,0.0,0.0,0.0,0.2338709677419355,0.006720430107526881,5.28892,1.98765,5.937536205082426,0.0,5.857933154483459,1
36,biella1.mps.gz,976.6691972000001,1986.3780772000002,2.778483,1.5676654,7.705896,199.0,10432.0,3060037.4310000003,3060037.431000001,3060287.2830000003,8.899457906353968,0.8337882096069869,0.0,0.1662117903930131,7.0925737159746784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.008109389009281745,5.69897,0.00636177,8.897135342293316,0.0,7.091742115095153,1
37,bienst1.mps.gz,194.40838060000002,60.241505200000006,0.016584599999999998,0.0188704,0.05844119999999999,17052.0,11113.0,11.72413793,11.72413793,18.65670993,6.22455842927536,0.05544554455445545,0.0,0.9445544554455443,6.356107660695892,0.0,0.0,0.0,0.006944444444444445,0.0,0.0,0.0,0.0,0.21527777777777776,0.0075082508250825086,0.0,1.21075,6.22455842927536,0.0,6.356107660695892,0
38,bienst2.mps.gz,728.1121043999999,250.8511014,0.0230732,0.0195136,0.06528239999999999,80837.0,102409.0,11.72413793,11.72413793,18.65670993,6.22455842927536,0.06930693069306931,0.0,0.9306930693069309,6.356107660695892,0.0,0.0,0.0,0.008680555555555556,0.0,0.0,0.0,0.0,0.21354166666666666,0.0075082508250825086,0.0,1.21075,6.22455842927536,0.0,6.356107660695892,0
39,binkar10_1.mps.gz,47.362161,4907.8492204,0.0640946,0.061242399999999995,0.11125460000000001,2269.0,4442017.0,-16000599.24,-16000599.24,6644.706028999999,7.739794458408701,0.07397737162750218,0.0,0.9260226283724979,6.933423025730716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8050682261208577,0.0019069043850318186,6.08092,0.00440346,7.739794458408701,0.0,6.933423025730716,1
40,blend2.mps.gz,2.3689878,1.2592257999999998,0.0459438,0.035205799999999995,0.0781614,854.0,1041.0,7.04399907,7.04399907,7.04399907,5.8664680569332965,0.6770538243626062,0.0708215297450425,0.2521246458923513,5.613128106388071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24817518248175183,0.014567523417629907,1.67911,2.01994,5.817111159963203,0.05952380952380952,5.225746673713202,0
41,bley_xl1.mps.gz,25.4114786,61.54614819999999,9.990715599999998,8.927054000000002,12.1566736,8.0,150.0,80.0,80.0,184.4391691,8.670943791222156,1.0,0.0,0.0,12.076077848913984,0.0009566108643662453,0.020686709941920053,0.0,0.011541965607561782,0.0,0.0,0.00044414075845575684,0.0,0.3159435144061041,0.0008487352186225657,2.0,0.0978387,8.668539943910764,0.0,12.075086582233373,1
42,blp-ir98.mps.gz,120.183113,1395.0127532,1.1007434,0.798666,28.792732,2945.0,247091.0,96.1691616,96.1691616,2277.812123,8.715552125907816,0.9891750041003771,0.0,0.010824995899622766,6.1862086239004945,0.0,0.8641975308641975,0.0,0.0,0.0,0.0,0.0,0.0,0.13580246913580246,0.026712185916166014,0.0,0.0895717,8.715388097366482,0.0,6.1862086239004945,1
43,bmocbd.mps.gz,49.7951904,47.2024152,10.364327,9.0046292,0.0,1.0,1.0,-32041000000000.0,-32041000000000.0,0.0,12.911333656473634,0.3105946279715961,0.0,0.6894053720284038,11.940308608379324,0.0,0.07329576582922437,0.0,0.0,0.0,0.0,0.0,0.0,0.9111163288200153,2.057652397151028e-05,9.47346,3.08367,12.537011745401756,0.0,10.200699075204039,0
44,bmocbd2.mps.gz,43.93352539999999,42.527814,10.315234999999998,8.901382000000002,0.0,1.0,1.0,-31953000000000.0,-31953000000000.0,0.0,12.908603164550305,0.3107380173415129,0.0,0.6892619826584871,11.936826253456292,0.0,0.07316530423912403,0.0,0.0,0.0,0.0,0.0,0.0,0.9116047411169506,2.065467364380559e-05,10.8714,3.12577,12.534163427111569,0.0,10.192418844388339,0
45,bnatt400.mps.gz,249.47849820000002,130.8764506,0.9388718,0.695134,2.8431904,4071.0,6778.0,0.0,0.0,0.0,8.188689124444199,1.0,0.0,0.0,8.633018756921826,0.0,0.0,0.28749554684716777,0.0,0.0,0.0,0.0,0.0,0.358745992162451,0.0010736056683687606,0.0,0.20164100000000001,7.602401335665817,0.0,8.295548516225763,0
46,bppc4-08.mps.gz,16293.387203999999,14502.4933432,0.426735,0.44003,0.48914919999999995,1283811.0,3490784.0,51.59000000000001,51.59000000000001,52.0,7.2834482287566304,0.9986263736263737,0.0,0.0013736263736263735,4.709530201312334,0.18018018018018014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8198198198198197,0.14827739827739828,0.0,1.22252,7.2827611796055916,0.0,4.709530201312334,0
47,bppc8-02.mps.gz,0.6778200000000001,0.16987619999999998,0.028787,0.0308154,0.052751199999999984,125.0,177.0,36.0,36.0,487.0,5.44673737166631,0.9870689655172413,0.004310344827586207,0.008620689655172414,4.07753744390572,0.288135593220339,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.559322033898305,0.320499707773232,0.0,1.31186,5.4380793089231965,0.0,4.060443010546419,0
48,brazil3.mps.gz,15227.835190000002,18023.7908714,1.5358235999999998,1.5880117999999999,23.788973399999996,4669.0,11584.8,2.0,2.0,3.833333333,10.084474886316944,0.9960781041388518,0.003921895861148198,0.0,9.591922539621017,0.08671309572579544,0.07988529291274069,0.018776457735900587,0.04731667349446948,0.47705858254813605,0.0,0.0,0.0,0.0010924484500887614,0.000379403408650653,0.0,0.144581,9.787066089518877,0.005280305583642286,9.244258590179644,1
49,breastcancer-regularized.mps.gz,2652.1064588,3802.288983,0.118743,0.1202596,0.16985039999999998,1184081.0,2424498.0,0.10438504099999998,0.10438504099999998,1.223629615,6.572282542694009,0.967832167832168,0.019580419580419586,0.012587412587412588,6.583409222158766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016022981168209386,2.57978,2.41499,6.572282542694009,0.019580419580419586,6.583409222158766,1
50,cap6000.mps.gz,4.146768799999999,2.160351,0.3096214,0.24277379999999998,0.5197350000000001,2009.0,1906.0,-10950240.0,-10950240.0,-2451535.806,8.699514748210191,1.0,0.0,0.0,7.685243607975832,0.021599264705882356,0.8382352941176471,0.0,0.0,0.0,0.0,0.0009191176470588235,0.0,0.002297794117647059,0.003695082720588236,4.9595699999999985,0.00457594,8.698681067461614,0.0,7.682943169878294,0
51,cbs-cta.mps.gz,34.438032199999995,54.026487800000005,0.3028,0.3070608,3.3199349999999996,1.0,58.0,0.0,0.0,0.0,10.118316634246252,0.0995038922276449,0.0,0.9004961077723552,9.221478116386637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02412974683544304,0.00025682588541988424,4.60301,1.79482,9.023167064451203,0.0,9.221478116386637,1
52,chromaticindex128-5.mps.gz,84.35063240000001,1199.5931506000002,0.2476102,0.30922039999999995,6.985466199999999,1316.0,100314.0,3.0,3.0,3.0,9.128696382935672,1.0,0.0,0.0,9.041566627727496,0.2726411743814372,0.7273588256185628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043392501282506614,0.0,0.0,9.128696382935672,0.0,9.041566627727496,1
53,chromaticindex256-8.mps.gz,240.9173346,1931.4790686000001,0.6164718,0.7895730000000001,26.628074400000003,863.0,20756.0,3.0,3.0,3.0,9.821843563495618,1.0,0.0,0.0,9.73477299914839,0.2726842261023972,0.7273157738976028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002169881991713525,0.0,0.0,9.821843563495618,0.0,9.73477299914839,1
54,chromaticindex32-8.mps.gz,1.02522,3.4027948,0.0614106,0.0628594,0.0,1.0,249.0,3.0,3.0,0.0,7.742402021815783,1.0,0.0,0.0,7.65491704784832,0.2723827569872099,0.7276172430127902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017344662876993527,0.0,0.0,7.742402021815783,0.0,7.65491704784832,1
55,chromaticindex512-7.mps.gz,4801.0580138,1108.1014036000001,1.7038308,1.6448163999999998,236.06620060000006,36950.0,375.0,3.0,3.0,3.0,10.514990744055565,1.0,0.0,0.0,10.427949773825027,0.2727057500517889,0.7272942499482109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010850052220512366,0.0,0.0,10.514990744055565,0.0,10.427949773825027,0
56,ci-s4.mps.gz,101.8296238,32.1247382,0.4818531999999999,0.3309176,0.6154310000000001,81683.0,36900.0,-82.59640742,-82.59640742,47.753230200000004,6.61338421837956,0.4765100671140939,0.20134228187919465,0.3221476510067114,10.171948578540798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06311403341106311,0.006625666323985149,0.060499199999999996,8.14263,6.61338421837956,0.20134228187919465,10.171948578540798,0
57,cmflsp50-24-8-8.mps.gz,11752.662314000001,18007.7835756,1.6543471999999997,1.2169588,7.7819856000000005,184502.0,4355.4,2240280.53,2240280.53,54656461.36,9.704548689918736,0.0849194729136164,0.0,0.9150805270863837,8.166216268592143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6448863636363636,0.002749089078929855,4.88132,0.0181928,9.691407573577898,0.0,8.166216268592143,1
58,co-100.mps.gz,4487.4388496,18035.290137199998,14.158909600000001,11.4411554,35.2822192,6091.0,621503.4,8260.0,8260.0,1340576.9440000001,10.78760627070393,1.0,0.0,0.0,7.690286020676768,0.07910379515317786,0.0009144947416552356,0.0,0.0,0.0,0.9094650205761317,0.0050297210791037964,0.0,0.0,0.018848409600866967,5.3208199999999986,2.10023,10.775115590504091,0.0,7.542213463193403,1
59,cod105.mps.gz,62.10444199999999,19.8665382,2.2166646,1.742312,4.337317999999999,3.0,3.0,-480.0,-480.0,-14.97677388,6.931471805599452,1.0,0.0,0.0,6.931471805599452,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546875,0.0,0.0,6.931471805599452,0.0,6.931471805599452,0
60,comp08-2idx.mps.gz,989.5820484,18006.0142736,3.5334838000000004,3.6258920000000003,6.0085636000000004,4218.0,502028.2,30.58510123,0.0,0.0,9.354786976341213,0.994201142461485,0.0057988575385148,0.0,9.436359784035856,0.0,0.0,0.030950861518825777,0.006860242501595405,0.0,0.0,0.0,0.0,0.08399808551372047,0.00035630808923752937,1.83885,0.0,9.340929941679782,0.00587977182974989,9.430198532298864,1
61,core2536-691.mps.gz,336.477674,1062.7563298,1.0297844,1.0474607999999999,16.5021974,893.0,1199.0,8.0,8.0,688.476034,9.635150486348124,0.9994114954554372,0.0,0.0005885045445628719,7.839525581704677,0.0,0.0,0.9952737298148875,0.0,0.0,0.0,0.0,0.0,0.000787711697518708,0.004577489354779234,3.0,0.00118157,9.634169164101305,0.0,7.826044013518965,1
62,csched007.mps.gz,2023.0807725999998,18000.377958,0.3086246,0.4250208000000001,0.3714,123917.0,3958925.8,-3648.0,-3648.0,274.19,7.471932078245122,0.8287827076222982,0.0,0.17121729237770195,5.8607862234658645,0.14245014245014245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7065527065527065,0.010337764035147426,0.0,0.665231,7.470224135899966,0.0,5.8522024797744745,1
63,csched008.mps.gz,914.4706658000001,1132.242039,0.2327032,0.27612080000000006,0.5916616000000001,56979.0,177227.0,171.0,171.0,171.0,7.336936913707618,0.8359375,0.0,0.1640625,5.8607862234658645,0.14245014245014245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6837606837606838,0.010548358855650522,0.0,0.650942,7.336285660021298,0.0,5.730099782973574,1
64,csched010.mps.gz,2597.4028008,4024.0798906000005,0.2415808,0.2973848,0.42559319999999995,98303.0,1030671.0,-3237.0,-3237.0,337.5798099,7.471932078245122,0.8287827076222982,0.0,0.17121729237770195,5.8607862234658645,0.14245014245014245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7094017094017094,0.01033290225554162,0.0,0.63403,7.471932078245122,0.0,5.8607862234658645,1
65,cvs16r70-62.mps.gz,14033.26267,4639.3171614,0.4456118,0.4686582,1.3240148,459553.0,524799.0,-798.0,-798.0,-56.03137460000001,7.655390644826153,1.0,0.0,0.0,8.094988759303774,0.0,0.01891397193410616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012295006193724927,0.0,0.0,7.655390644826153,0.0,8.094988759303774,0
66,dano3_3.mps.gz,113.670987,160.5244908,0.5762238,0.6386938000000001,41.4976318,16.0,20.0,288.5,288.5,576.2473827,9.537699784080727,0.004973689901247026,0.0,0.9950263100987529,8.07153089355666,0.0,0.0,0.0,0.0009369144284821988,0.0,0.0,0.0,0.0,0.7854465958775765,0.0017931694370539784,0.0,1.39624,9.537699784080727,0.0,8.07153089355666,1
