,NAME,RANDOM SEED,TIME W/ CUTS,TIME W/O CUTS,NODES W/ CUTS,NODES W/O CUTS,PRESOLVING TIME W/O CUTS,PRESOLVING TIME W/ CUTS,TIME FIRST ROUND,TIME ROOT END,INITIAL LP,FIRST ROUND CUT,ROUND OF CUTS,OBJECTIVE VALUE ROOT NODE,vars,bin_vars,int_vars,cont_vars,constr,linsetpart_constr,linsetpack_constr,linsetcov_constr,lincard_constr,lineqknap_constr,linbinpack_constr,linknaps_constr,linintknap_constr,linmixbin_constr,nonzeroes,obj_dyn,dynamism_mean,presol_vars,presol_int_vars,presol_constr,Time Label
10,ab69-40-100.mps.gz,12.4,398.3907398,432.86570739999996,89.0,109.0,7.6813198,7.397467600000001,0.0,0.0,-4636145206664.0,0.0,0.0,-4636145206664.0,9.443196602144186,1.0,0.0,0.0,9.3852176218809,0.0,0.0102426328603811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004937653518866,4.67394,0.0,9.443196602144186,0.0,9.384965722135666,1
11,ab71-20-100.mps.gz,12.4,199.4783308,204.270104,699.0,706.0,2.4121075999999997,2.6299216000000003,5.8120396,8.490028200000001,-2595744808603.0,-10885807586.685564,2.0,-2595744808603.0,8.808219665118408,1.0,0.0,0.0,8.760923376338836,0.0,0.0189655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009832499996485,4.67394,0.0,8.808070154764538,0.0,8.759982494977281,1
12,ab72-40-100.mps.gz,12.4,669.115438,670.6161404000001,152.0,152.0,7.553534999999999,7.757479399999999,0.0,0.0,-4570070608537.0,0.0,0.0,-4570070608537.0,9.423029465386534,1.0,0.0,0.0,9.364862411412354,0.0,0.0103675777568331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004996665864793,4.67394,0.0,9.423029465386534,0.0,9.364605330987612,1
13,acc-tight2.mps.gz,12.4,19.537958800000002,17.974735199999998,7.0,80.0,0.11908459999999994,0.11637219999999997,5.3906728,17.777541000000003,0.0,0.0,11.0,0.0,7.390181428226429,1.0,0.0,0.0,7.832014180505469,0.1,0.0642857142857142,0.0,0.0107142857142857,0.0,0.0,0.0,0.0,0.0,0.0037544091710758004,0.0,0.0,7.390181428226429,0.0,7.832014180505469,0
14,acc-tight4.mps.gz,12.4,229.533662,139.24832279999998,1087.0,674.0,0.9323956000000001,0.935338,11.7051366,32.1637744,0.0,0.0,11.0,0.0,7.390181428226429,1.0,0.0,0.0,8.09712193091871,0.0794520547945205,0.0493150684931506,0.0027397260273972,0.010958904109589,0.0,0.0,0.0,0.0,0.0027397260273972,0.0032081853543039995,0.0,0.0,7.390181428226429,0.0,8.09712193091871,0
15,acc-tight5.mps.gz,12.4,288.4680464,78.36834060000001,733.0,713.0,1.7591781999999998,1.7674952000000002,5.10959,189.8094472,0.0,0.0,22.0,0.0,7.199678345691171,1.0,0.0,0.0,8.023552392404348,0.078964613368283,0.0812581913499344,0.0032765399737876,0.0108125819134993,0.0,0.0,0.0,0.0,0.0029488859764089,0.0039479982029193,0.0,0.0,7.19668657083435,0.0,8.021584533455107,0
16,aflow30a.mps.gz,12.4,32.080764,48.885917400000004,1923.0,42445.0,0.08022919999999997,0.08045559999999993,0.13490180000000002,11.5927528,-32161.0,1006.2110928412112,60.0,1103.8298423870674,6.735780014242327,0.5,0.0,0.5,6.171700597410915,0.0605427974947807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0605427974947807,0.0051844946171507,1.65758,1.46883,6.735780014242327,0.0,6.171700597410915,1
17,aflow40b.mps.gz,12.4,960.8512724,14051.572811600001,34552.0,5221215.0,0.27810119999999994,0.2747136,0.4690255999999999,402.850418,-66091.0,1007.5518896388348,68.0,1104.8952792858,7.911324018963353,0.5,0.0,0.5,7.273786317844895,0.0270457697642163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0270457697642163,0.001724297468895,1.6989699999999999,1.59313,7.911324018963353,0.0,7.273786317844895,1
18,air03.mps.gz,12.4,2.9411408000000003,3.8112836000000003,1.0,1.0,0.8735882,0.8634993999999999,1.6787116000000002,2.9410772,-513715782.0,338889.25,19.0,340033.75,9.283311984432006,1.0,0.0,0.0,4.820281565605037,0.9838709677419356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0682436343026446,2.22436,0.0,9.283311984432006,0.0,4.820281565605037,1
19,air04.mps.gz,12.4,71.47907760000001,102.4780412,134.0,499.0,7.446858400000001,7.5624714,13.284346600000001,26.032532800000002,-83210.0,55558.52412719808,24.0,55749.07964740884,9.09425589295538,1.0,0.0,0.0,6.71295620067707,0.9975698663426489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099570250622544,1.86236,0.0,9.09425589295538,0.0,6.71295620067707,1
20,air05.mps.gz,12.4,57.4061712,64.3195098,523.0,722.0,0.708693,0.5697707999999999,2.8807422,9.1917692,-40465.0,25910.38419520768,4.0,25966.549980305383,8.881141619321468,1.0,0.0,0.0,6.054439346269371,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0170048318635463,1.8839,0.0,8.881141619321468,0.0,6.054439346269371,1
21,aligninq.mps.gz,12.4,44.7387796,21.3463266,979.0,343.0,0.0958862,0.09266159999999994,0.4521737999999999,28.461425000000002,2654.736802205333,2659.7265675585027,21.0,2678.210564395061,7.5126175446745105,0.9994538503549972,0.0,0.0005461496450027,5.828945617610208,0.0,0.0,0.0,0.0,0.0,0.0,0.0352941176470588,0.0,0.1911764705882352,0.025273877983743996,0.0,0.0157092,7.5126175446745105,0.0,5.828945617610208,0
22,app1-1.mps.gz,12.4,8.0588746,1.3671335999999998,12.0,4.0,0.4799201999999999,0.479529,0.5810169999999999,8.036812000000001,-23.0,-21.62335335868207,113.0,-3.0,7.816013839159028,0.4939516129032258,0.0,0.5060483870967742,8.502282578680484,0.0,0.0,0.0050751116524563,0.0,0.0,0.0,0.0,0.0,0.7460414129110841,0.0014959300878812,0.0,1.2796,7.814803429489359,0.0,8.491465042843506,0
23,app1-2.mps.gz,12.4,1647.768072,512.5794434,40804.0,11191.0,10.053617,10.3635366,20.657723400000002,373.2120682,-266.0,-262.3455439392425,186.0,-54.0,10.198802917143304,0.49495738900673575,0.0,0.5050426109932641,10.886819920140972,0.0,0.0,0.0049750313277348,0.0,0.0,0.0,0.0,0.0,0.7461611835337685,0.0001386325399159,0.0,1.47837,10.198132825539048,0.0,10.8807416723684,0
24,app2-1.mps.gz,12.4,0.43652099999999994,0.4460588,1.0,1.0,0.2057716,0.20114579999999993,0.0,0.0,19294.25,0.0,0.0,19294.25,8.096512917501594,1.0,0.0,0.0,6.945051063725833,0.0,0.0134874759152215,0.0,0.0,0.0,0.0,0.0,0.0,0.0019267822736030002,0.0025389156611656,5.97658,0.00964261,8.096512917501594,0.0,6.945051063725833,1
25,app2-2.mps.gz,12.4,1.5827602,0.4652433999999999,1.0,1.0,0.05634479999999996,0.054966999999999974,0.08595939999999995,0.5863493999999999,212040.3571428572,212040.3571428572,59.0,212040.3571428572,7.111512116496156,1.0,0.0,0.0,5.814130531825066,0.0,0.035820895522388,0.0,0.0,0.0,0.0,0.0,0.0,0.0059701492537313,0.0076209490881643,3.31669,0.0146482,7.111512116496156,0.0,5.814130531825066,0
26,app3.mps.gz,12.4,5.5190117999999995,1.8073476,3.0,98.0,0.07060919999999996,0.07234379999999999,0.1345294,5.481035,-31829377681.21209,5627880.206645966,78.0,5743108.628356934,8.03268487596762,0.0324675324675324,0.0,0.9675324675324676,6.641182169740591,0.0,0.006527415143603099,0.0,0.0,0.0,0.0,0.0,0.0,0.8890339425587467,0.0062336814621409,5.9008,0.514296,7.45645455517621,0.0,5.950642552587727,0
27,arki001.mps.gz,12.4,18000.7384716,3370.3360468,2267074.2,1761208.0,0.11011059999999995,0.11642399999999994,0.33597119999999997,71.9719856,1273480.9,7579621.852068745,28.0,7580142.415401724,7.235619141066751,0.3184438040345821,0.069164265129683,0.6123919308357348,6.954638864880988,0.0,0.0019083969465647998,0.0,0.0,0.0,0.0,0.0,0.0038167938931297,0.107824427480916,0.0140379919484347,0.0,2.83386,6.905753276311463,0.096192384769539,6.663132695990802,0
28,australia-abs-cta.mps.gz,12.4,359.74387779999995,1761.5978182000001,1849.0,95605.0,0.6278788,0.6503325999999999,1.8273518,198.65395180000002,104.02906789216031,44.99468627530809,31.0,105.77309319632384,10.81492653367926,0.0184492945857952,0.0,0.9815507054142047,8.28045768658256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0691839837810441,0.0001721051633443,0.0,1.7490400000000002,9.556904372164189,0.0,8.28045768658256,1
29,bab5.mps.gz,12.4,17866.586073399998,18018.4576198,204062.2,298315.4,5.470047,6.2297556,18.4538362,506.0602154,-1775422.122400002,-114930.53533333333,48.0,-107477.29309999998,9.980448593672255,1.0,0.0,0.0,8.509967146324497,0.0920628525382755,0.0177276390008058,0.0,0.11039484286865428,0.064464141821112,0.0,0.0024174053182917,0.0,0.0149073327961321,0.001450443190975,2.38861,0.0202352,9.980448593672255,0.0,8.506334448081361,1
30,bc.mps.gz,12.4,590.3336384,17843.1024096,2375.0,523141.4,5.097003,5.3683822,8.2928048,205.3275364,4.289050631437719,4.5472317618938405,103.0,5.185645626298372,7.467942332285853,0.2758423757852655,0.0,0.7241576242147344,7.556427969440253,0.0,0.084161003659174,0.0,0.0,0.0,0.0,0.0,0.0,0.41087297438578146,0.0677895059891099,0.0,4.08465,7.467942332285853,0.0,7.556427969440253,1
31,bc1.mps.gz,12.4,173.2603628,598.4474644,1691.0,17530.0,3.7121456000000004,3.4369244,5.4400872,56.971450000000004,2.1887763488011416,2.192710148043759,97.0,2.695732891702149,7.467942332285853,0.143917761279269,0.0,0.856082238720731,7.556427969440253,0.0,0.043910088865656,0.0,0.0,0.0,0.0,0.0,0.0,0.4511238891792996,0.0677895059891099,0.0,4.08465,7.467942332285853,0.0,7.556427969440253,1
32,beasleyC1.mps.gz,12.4,6.3865798,12.798616,1.0,1752.0,0.053795999999999934,0.05324139999999996,0.08245159999999993,6.386524400000001,25.0,61.0,140.0,83.86398438402362,7.824046010856291,0.5,0.0,0.5,7.4673710669175595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2028571428571428,0.0011428571428571,1.0,0.43004300000000006,7.823245690685523,0.0,7.466227556215481,1
33,beavma.mps.gz,12.4,1.5795578,8.886776600000001,1.0,5697.0,0.03634719999999994,0.034704,0.05756699999999994,1.5644768,128906.80000000002,333724.0712815307,78.0,338419.6999999999,5.966146739123692,0.5,0.0,0.5,5.918893854273146,0.0,0.0618279569892473,0.0,0.0,0.0,0.0,0.0,0.0,0.23387096774193541,0.006720430107526801,5.28892,1.98765,5.937536205082426,0.0,5.857933154483459,1
34,biella1.mps.gz,12.4,1142.0292748,2194.9205856,199.0,10432.0,1.553272,1.5486504,7.525894199999999,1075.321927,3060037.430763108,3060287.28307585,61.0,3063511.1293882434,8.899457906353966,0.8337882096069869,0.0,0.1662117903930131,7.0925737159746784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0081093890092817,5.69897,0.00636177,8.897135342293316,0.0,7.091742115095153,1
35,bienst1.mps.gz,12.4,211.2598324,68.5945938,17052.0,11113.0,0.02182679999999996,0.023654999999999978,0.06479539999999998,5.9365868,11.724137931034484,18.65670992982674,36.0,37.50394143304985,6.22455842927536,0.0554455445544554,0.0,0.9445544554455443,6.356107660695892,0.0,0.0,0.0,0.006944444444444401,0.0,0.0,0.0,0.0,0.21527777777777776,0.007508250825082499,0.0,1.21075,6.22455842927536,0.0,6.356107660695892,0
36,bienst2.mps.gz,12.4,791.2176833999999,273.6432278,80837.0,102409.0,0.026491399999999943,0.02251439999999996,0.06596439999999994,64.6240698,11.724137931034482,18.65670992982674,51.0,37.336444135607046,6.22455842927536,0.0693069306930693,0.0,0.9306930693069309,6.356107660695892,0.0,0.0,0.0,0.0086805555555555,0.0,0.0,0.0,0.0,0.2135416666666666,0.007508250825082499,0.0,1.21075,6.22455842927536,0.0,6.356107660695892,0
37,binkar10_1.mps.gz,12.4,60.4656562,6511.1402738,2269.0,4442017.0,0.06620879999999998,0.064705,0.11923559999999993,3.3059838,-16000599.240007048,6644.706029481107,49.0,6714.6758837913485,7.739794458408701,0.0739773716275021,0.0,0.9260226283724979,6.933423025730716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8050682261208577,0.0019069043850317997,6.08092,0.00440346,7.739794458408701,0.0,6.933423025730716,1
38,blend2.mps.gz,12.4,2.815102,1.5543028,854.0,1041.0,0.04895359999999992,0.04214599999999996,0.07454380000000001,1.2561617999999999,7.043999070402348,7.04399907040235,6.0,7.047626604978829,5.8664680569332965,0.6770538243626062,0.0708215297450425,0.2521246458923513,5.613128106388071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2481751824817518,0.014567523417629898,1.67911,2.01994,5.817111159963204,0.0595238095238095,5.225746673713202,0
39,bley_xl1.mps.gz,12.4,26.6726662,69.64193,8.0,150.0,12.1364204,10.386261200000002,12.190032200000001,21.65662,80.0,184.4391691056099,26.0,189.9182994627406,8.670943791222156,1.0,0.0,0.0,12.076077848913986,0.0009566108643662,0.02068670994192,0.0,0.0115419656075617,0.0,0.0,0.0004441407584557,0.0,0.3159435144061041,0.0008487352186224999,2.0,0.0978387,8.668539943910762,0.0,12.075086582233377,1
40,blp-ir98.mps.gz,12.4,172.1880328,1735.3765526000002,2945.0,247091.0,0.5387426,0.5642696,29.6231706,58.443447400000004,96.1691616,2277.8121230358547,49.0,2308.830351194368,8.715552125907816,0.9891750041003771,0.0,0.0108249958996227,6.186208623900494,0.0,0.8641975308641975,0.0,0.0,0.0,0.0,0.0,0.0,0.1358024691358024,0.026712185916165997,0.0,0.0895717,8.715388097366482,0.0,6.186208623900494,1
41,bmocbd.mps.gz,12.4,61.768359,64.49014220000001,1.0,1.0,0.0,0.0,0.0,0.0,-32041010095048.54,0.0,0.0,-32041010095048.54,12.91133365647363,0.3105946279715961,0.0,0.6894053720284038,11.940308608379324,0.0,0.0732957658292243,0.0,0.0,0.0,0.0,0.0,0.0,0.9111163288200153,2.057652397151028e-05,9.47346,3.08367,12.537011745401758,0.0,10.20069907520404,1
42,bmocbd2.mps.gz,12.4,61.06275960000001,60.2604428,1.0,1.0,0.0,0.0,0.0,0.0,-31953009810551.355,0.0,0.0,-31953009810551.355,12.908603164550309,0.3107380173415129,0.0,0.6892619826584871,11.936826253456292,0.0,0.073165304239124,0.0,0.0,0.0,0.0,0.0,0.0,0.9116047411169506,2.065467364380559e-05,10.8714,3.12577,12.534163427111569,0.0,10.19241884438834,0
43,bnatt400.mps.gz,12.4,278.4943632,131.1405762,4071.0,6778.0,0.7055296,0.7117716,2.9670436,105.5727846,0.0,0.0,22.0,0.0,8.1886891244442,1.0,0.0,0.0,8.633018756921828,0.0,0.0,0.2874955468471677,0.0,0.0,0.0,0.0,0.0,0.358745992162451,0.0010736056683687,0.0,0.20164100000000001,7.602401335665819,0.0,8.295548516225763,0
44,bppc8-02.mps.gz,12.4,0.862453,0.23064939999999995,125.0,177.0,0.037337999999999996,0.03698039999999998,0.07429419999999998,0.4474444,36.0,487.0,26.0,487.0,5.44673737166631,0.9870689655172413,0.0043103448275862,0.0086206896551724,4.07753744390572,0.288135593220339,0.0,0.0,0.0,0.0,0.0,0.0,0.0169491525423728,0.559322033898305,0.320499707773232,0.0,1.31186,5.438079308923196,0.0,4.060443010546419,0
45,breastcancer-regularized.mps.gz,12.4,3586.7793438,5324.3198944,1184081.0,2424498.0,0.12992759999999998,0.1265248,0.21692319999999995,24.6570646,0.10438504146670731,1.2236296151418689,39.0,9.011327381407414,6.572282542694009,0.967832167832168,0.0195804195804195,0.0125874125874125,6.583409222158766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0160229811682093,2.57978,2.41499,6.572282542694009,0.0195804195804195,6.583409222158766,1
46,cap6000.mps.gz,12.4,5.206707400000001,2.768744,2009.0,1906.0,0.2698874,0.2716048,0.6527133999999999,2.5623478000000004,-10950240.0,-2451535.8057408705,33.0,-2451438.276292859,8.699514748210191,1.0,0.0,0.0,7.685243607975833,0.0215992647058823,0.8382352941176471,0.0,0.0,0.0,0.0,0.0009191176470588,0.0,0.002297794117647,0.0036950827205882,4.95957,0.00457594,8.698681067461614,0.0,7.682943169878291,0
47,cbs-cta.mps.gz,12.4,39.8278776,64.42914540000001,1.0,58.0,0.44404560000000004,0.4135376,4.1428174,39.8276768,0.0,0.0,15.0,0.0,10.118316634246252,0.0995038922276449,0.0,0.9004961077723552,9.221478116386638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024129746835443,0.0002568258854198,4.60301,1.79482,9.023167064451204,0.0,9.221478116386638,1
48,chromaticindex128-5.mps.gz,12.4,85.9609542,1247.8719594000002,1316.0,100314.0,0.3446351999999999,0.3462317999999999,8.835585,23.359145,3.0,3.0,11.0,3.0,9.128696382935672,1.0,0.0,0.0,9.041566627727496,0.2726411743814372,0.7273588256185628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000433925012825,0.0,0.0,9.128696382935672,0.0,9.041566627727496,1
49,chromaticindex256-8.mps.gz,12.4,302.3985392,2489.5797129999996,863.0,20756.0,0.9332931999999999,0.9508454000000001,33.757935200000006,62.926934,3.0,3.0,11.0,3.0,9.821843563495618,1.0,0.0,0.0,9.73477299914839,0.2726842261023972,0.7273157738976028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021698819917130002,0.0,0.0,9.821843563495618,0.0,9.73477299914839,1
50,chromaticindex32-8.mps.gz,12.4,1.2355254,4.0261532,1.0,249.0,0.08382299999999998,0.08669699999999998,0.0,0.0,3.0,0.0,0.0,3.0,7.742402021815782,1.0,0.0,0.0,7.65491704784832,0.2723827569872099,0.7276172430127902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017344662876993,0.0,0.0,7.742402021815782,0.0,7.65491704784832,1
51,chromaticindex512-7.mps.gz,12.4,6847.2236672,1358.3790760000002,36950.0,375.0,2.315256,2.423635,300.9445972,628.3049724,3.0,3.0,11.0,3.0,10.514990744055565,1.0,0.0,0.0,10.427949773825029,0.2727057500517889,0.727294249948211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001085005222051,0.0,0.0,10.514990744055565,0.0,10.427949773825029,0
52,ci-s4.mps.gz,12.4,197.12492,60.572609799999995,81683.0,36900.0,0.6017808,0.6124677999999999,0.7879225999999999,31.4953186,-82.59640741576601,47.75323019655569,51.0,1521.9303483374588,6.61338421837956,0.4765100671140939,0.20134228187919462,0.3221476510067114,10.171948578540798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0631140334110631,0.0066256663239851,0.060499199999999996,8.14263,6.61338421837956,0.20134228187919462,10.171948578540798,0
53,co-100.mps.gz,12.4,9705.921982,18048.281546000002,6091.0,287414.0,17.5676518,17.273861599999996,48.1848,5364.5173802,8260.0,1340576.9441059488,390.0,1992155.501285204,10.787606270703932,1.0,0.0,0.0,7.690286020676768,0.0791037951531778,0.0009144947416552,0.0,0.0,0.0,0.9094650205761317,0.0050297210791037,0.0,0.0,0.0188484096008669,5.32082,2.10023,10.77511559050409,0.0,7.542213463193403,1
54,cod105.mps.gz,12.4,96.6755196,27.3996962,3.0,3.0,2.7225816000000003,2.6948578,5.3278404,80.73975060000001,-480.0,-14.976773879641916,163.0,-13.784316051598404,6.931471805599453,1.0,0.0,0.0,6.931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546875,0.0,0.0,6.931471805599453,0.0,6.931471805599453,0
55,comp08-2idx.mps.gz,12.4,1227.0355282,18008.195594599998,4218.0,442752.4,5.2226014,5.041478,8.181452799999999,578.6707714,30.585101231898744,0.0,48.0,31.47541507024265,9.354786976341211,0.994201142461485,0.0057988575385148,0.0,9.436359784035856,0.0,0.0,0.0309508615188257,0.0068602425015954,0.0,0.0,0.0,0.0,0.0839980855137204,0.0003563080892375,1.83885,0.0,9.340929941679784,0.0058797718297498,9.430198532298864,1
56,core2536-691.mps.gz,12.4,382.0128684,1221.2299488,893.0,1199.0,1.4112654,1.4034702,19.990009800000003,63.026354600000005,8.0,688.4760340423485,15.0,688.6085437438093,9.635150486348124,0.9994114954554372,0.0,0.0005885045445628,7.839525581704679,0.0,0.0,0.9952737298148875,0.0,0.0,0.0,0.0,0.0,0.0007877116975187001,0.0045774893547792,3.0,0.00118157,9.634169164101303,0.0,7.826044013518965,1
57,csched007.mps.gz,12.4,2452.0992441999997,18000.4758982,123917.0,3993177.4,0.0899782,0.09227139999999996,0.4678922,58.073749199999995,-3648.0,274.18999999999915,28.0,303.61114058597605,7.471932078245122,0.8287827076222982,0.0,0.1712172923777019,5.860786223465865,0.1424501424501424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7065527065527065,0.0103377640351474,0.0,0.665231,7.470224135899966,0.0,5.8522024797744745,1
58,csched008.mps.gz,12.4,997.0527198,1226.5422466,56979.0,177227.0,0.10954599999999999,0.11193639999999994,0.7374297999999999,57.263518,171.0,171.0,24.0,171.0,7.336936913707618,0.8359375,0.0,0.1640625,5.860786223465865,0.1424501424501424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6837606837606838,0.0105483588556505,0.0,0.650942,7.336285660021298,0.0,5.730099782973574,1
59,csched010.mps.gz,12.4,2902.190778,4533.7126276,98303.0,1030671.0,0.1737424,0.17714259999999996,0.5265924,80.4604698,-3237.0,337.5798099156091,33.0,361.3727771197555,7.471932078245122,0.8287827076222982,0.0,0.1712172923777019,5.860786223465865,0.1424501424501424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7094017094017094,0.0103329022555416,0.0,0.63403,7.471932078245122,0.0,5.860786223465865,1
60,cvs16r70-62.mps.gz,12.4,16536.219138599998,5618.6110158,459553.0,524799.0,0.5255878,0.525143,1.8479136,10.2867798,-798.0,-56.03137460381464,20.0,-54.52951815916871,7.655390644826153,1.0,0.0,0.0,8.094988759303774,0.0,0.0189139719341061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012295006193724,0.0,0.0,7.655390644826153,0.0,8.094988759303774,0
61,dano3_3.mps.gz,12.4,135.0684252,203.1087536,16.0,20.0,0.9300896,0.9479327999999999,59.45264139999999,87.980312,288.5,576.2473826729314,3.0,576.2523320640265,9.537699784080726,0.004973689901247,0.0,0.9950263100987529,8.07153089355666,0.0,0.0,0.0,0.0009369144284820999,0.0,0.0,0.0,0.0,0.7854465958775765,0.0017931694370539,0.0,1.39624,9.537699784080726,0.0,8.07153089355666,1
