,index,NAME,TIME W/ CUTS,TIME W/O CUTS,NODES W/ CUTS,NODES W/O CUTS,PLabel NN,PLabel ET,PLabel RF,Time Label,Minimum Time,Minimum Nodes,PTime RF,PTime NN,PTime ET,PNodes RF,PNodes NN,PNodes ET
34,34,neos-686190.mps.gz,154.11119300000001,152.7745076,4101.0,5778.0,0,1,1,0,152.7745076,4101.0,154.11119300000001,152.7745076,154.11119300000001,4101.0,5778.0,4101.0
35,35,neos-1396125.mps.gz,199.9933016,274.5542058,18493.0,31852.0,1,1,1,1,199.9933016,18493.0,199.9933016,199.9933016,199.9933016,18493.0,18493.0,18493.0
36,36,neos-957323.mps.gz,192.8143318,484.7025794,19.0,10.0,1,1,1,1,192.8143318,10.0,192.8143318,192.8143318,192.8143318,19.0,19.0,19.0
37,37,railway_8_1_0.mps.gz,180.85296,350.8742114,516.0,7467.0,1,1,1,1,180.85296,516.0,180.85296,180.85296,180.85296,516.0,516.0,516.0
38,38,f2gap40400.mps.gz,0.10257020000000001,0.1086024,1.0,1.0,1,1,1,1,0.10257020000000001,1.0,0.10257020000000001,0.10257020000000001,0.10257020000000001,1.0,1.0,1.0
39,39,gt2.mps.gz,0.0873096,0.25887519999999997,5.0,325.0,1,1,1,1,0.0873096,5.0,0.0873096,0.0873096,0.0873096,5.0,5.0,5.0
40,40,rmatr100-p5.mps.gz,586.2969298,522.1596490000001,405.0,395.0,0,1,1,0,522.1596490000001,395.0,586.2969298,522.1596490000001,586.2969298,405.0,395.0,405.0
41,41,umts.mps.gz,1080.299948,13338.9142032,144227.0,3106370.0,1,1,1,1,1080.299948,144227.0,1080.299948,1080.299948,1080.299948,144227.0,144227.0,144227.0
42,42,neos-957143.mps.gz,826.3102822000001,1221.6587764,48.0,70.0,1,1,1,1,826.3102822000001,48.0,826.3102822000001,826.3102822000001,826.3102822000001,48.0,48.0,48.0
43,43,gen-ip021.mps.gz,548.6698571999999,607.9282685999999,2101666.0,2341056.0,1,1,1,1,548.6698571999999,2101666.0,548.6698571999999,548.6698571999999,548.6698571999999,2101666.0,2101666.0,2101666.0
44,44,tanglegram6.mps.gz,22.344748600000003,20.355591599999997,7.0,7.0,0,0,0,0,20.355591599999997,7.0,20.355591599999997,20.355591599999997,20.355591599999997,7.0,7.0,7.0
45,45,fjspeasy01i.mps.gz,344.7880472,650.4872432,31.0,47.0,1,1,1,1,344.7880472,31.0,344.7880472,344.7880472,344.7880472,31.0,31.0,31.0
46,46,neos-4966258-blicks.mps.gz,10656.3571876,9099.7252978,2560.0,2888.0,0,1,1,0,9099.7252978,2560.0,10656.3571876,9099.7252978,10656.3571876,2560.0,2888.0,2560.0
47,47,neos-3148108-pahi.mps.gz,4.2968142,4.220265,1.0,1.0,0,1,1,0,4.220265,1.0,4.2968142,4.220265,4.2968142,1.0,1.0,1.0
48,48,neos-555001.mps.gz,1.8132373999999998,1981.1910747999998,1.0,693016.0,1,1,1,1,1.8132373999999998,1.0,1.8132373999999998,1.8132373999999998,1.8132373999999998,1.0,1.0,1.0
49,49,neos5.mps.gz,1619.2415747999999,512.0040336000001,4441157.0,1533055.0,0,0,0,0,512.0040336000001,1533055.0,512.0040336000001,512.0040336000001,512.0040336000001,1533055.0,1533055.0,1533055.0
50,50,gasprod1-3.mps.gz,60.0891022,406.179975,378.0,28980.0,1,1,1,1,60.0891022,378.0,60.0891022,60.0891022,60.0891022,378.0,378.0,378.0
51,51,neos-5083528-gimone.mps.gz,53.35146160000001,94.0976218,4.0,21.0,1,1,1,1,53.35146160000001,4.0,53.35146160000001,53.35146160000001,53.35146160000001,4.0,4.0,4.0
52,52,neos-3226448-wkra.mps.gz,18000.0048946,7079.7617718,181.0,44.0,0,1,1,0,7079.7617718,44.0,18000.0048946,7079.7617718,18000.0048946,181.0,44.0,181.0
53,53,sp98ar.mps.gz,15783.325640800002,18475.493299200003,192153.0,565985.8,1,1,1,1,15783.325640800002,192153.0,15783.325640800002,15783.325640800002,15783.325640800002,192153.0,192153.0,192153.0
54,54,n7-3.mps.gz,51.6508964,1571.592162,437.0,132731.0,1,1,1,1,51.6508964,437.0,51.6508964,51.6508964,51.6508964,437.0,437.0,437.0
55,55,neos-3636886-kereu.mps.gz,683.9649008,18019.7333572,14209.0,539635.0,1,1,1,1,683.9649008,14209.0,683.9649008,683.9649008,683.9649008,14209.0,14209.0,14209.0
56,56,decomp2.mps.gz,106.71131599999998,80.7270698,6.0,336.0,0,1,1,0,80.7270698,6.0,106.71131599999998,80.7270698,106.71131599999998,6.0,336.0,6.0
57,57,ns4-pr6.mps.gz,1.926288,51.6318804,62.0,12362.0,1,1,1,1,1.926288,62.0,1.926288,1.926288,1.926288,62.0,62.0,62.0
58,58,neos-1516309.mps.gz,1.010624,1.6591711999999998,1.0,5.0,1,1,1,1,1.010624,1.0,1.010624,1.010624,1.010624,1.0,1.0,1.0
59,59,mik-250-20-75-4.mps.gz,41.1882344,396.70390599999996,7906.0,1372077.0,1,1,1,1,41.1882344,7906.0,41.1882344,41.1882344,41.1882344,7906.0,7906.0,7906.0
60,60,glass-sc.mps.gz,4522.013984800001,4073.5584018,262210.0,256139.0,0,0,0,0,4073.5584018,256139.0,4073.5584018,4073.5584018,4073.5584018,256139.0,256139.0,256139.0
61,61,uct-subprob.mps.gz,3255.584086,18129.9375644,75300.0,2047898.0,1,1,1,1,3255.584086,75300.0,3255.584086,3255.584086,3255.584086,75300.0,75300.0,75300.0
62,62,neos-3611689-kaihu.mps.gz,3.2487311999999995,35.462727,21.0,29199.0,1,1,1,1,3.2487311999999995,21.0,3.2487311999999995,3.2487311999999995,3.2487311999999995,21.0,21.0,21.0
63,63,sp98ir.mps.gz,72.28588740000001,84.93818220000001,2280.0,2444.0,1,1,1,1,72.28588740000001,2280.0,72.28588740000001,72.28588740000001,72.28588740000001,2280.0,2280.0,2280.0
64,64,aflow40b.mps.gz,960.8512724,14453.954203999998,34552.0,5221215.0,1,1,1,1,960.8512724,34552.0,960.8512724,960.8512724,960.8512724,34552.0,34552.0,34552.0
65,65,mkc1.mps.gz,3635.7543562,18095.0987074,701606.0,6588731.8,1,1,1,1,3635.7543562,701606.0,3635.7543562,3635.7543562,3635.7543562,701606.0,701606.0,701606.0
66,66,neos-1445738.mps.gz,50.0537714,64.1621966,349.0,583.0,1,1,1,1,50.0537714,349.0,50.0537714,50.0537714,50.0537714,349.0,349.0,349.0
67,67,neos-4260495-otere.mps.gz,1266.5597655999998,1289.8178876000002,155.0,86.0,1,1,1,1,1266.5597655999998,86.0,1266.5597655999998,1266.5597655999998,1266.5597655999998,155.0,155.0,155.0
68,68,bc.mps.gz,590.3336384,18040.137141200004,2375.0,523141.4,1,1,1,1,590.3336384,2375.0,590.3336384,590.3336384,590.3336384,2375.0,2375.0,2375.0
69,69,iis-hc-cov.mps.gz,2756.8226012,2318.8649926000003,69969.0,76535.0,0,0,0,0,2318.8649926000003,69969.0,2318.8649926000003,2318.8649926000003,2318.8649926000003,76535.0,76535.0,76535.0
70,70,neos-525149.mps.gz,6.505825200000001,12.026817000000001,1.0,1.0,1,1,1,1,6.505825200000001,1.0,6.505825200000001,6.505825200000001,6.505825200000001,1.0,1.0,1.0
71,71,gr4x6.mps.gz,0.0165812,0.053229200000000004,1.0,24.0,1,1,1,1,0.0165812,1.0,0.0165812,0.0165812,0.0165812,1.0,1.0,1.0
72,72,neos-3402294-bobin.mps.gz,289.6103916,18052.8483316,621.0,1569830.6,1,1,1,1,289.6103916,621.0,289.6103916,289.6103916,289.6103916,621.0,621.0,621.0
73,73,qnet1.mps.gz,2.5307009999999996,4.263889600000001,3.0,102.0,1,1,1,1,2.5307009999999996,3.0,2.5307009999999996,2.5307009999999996,2.5307009999999996,3.0,3.0,3.0
74,74,nursesched-sprint-late03.mps.gz,238.99023100000005,18044.498872599997,423.0,77575.2,1,1,1,1,238.99023100000005,423.0,238.99023100000005,238.99023100000005,238.99023100000005,423.0,423.0,423.0
75,75,istanbul-no-cutoff.mps.gz,150.2962278,292.0852332,301.0,1207.0,1,1,1,1,150.2962278,301.0,150.2962278,150.2962278,150.2962278,301.0,301.0,301.0
76,76,piperout-d27.mps.gz,77.11861880000001,70.3771638,902.0,152.0,0,1,1,0,70.3771638,152.0,77.11861880000001,70.3771638,77.11861880000001,902.0,152.0,902.0
77,77,lectsched-1.mps.gz,867.9176520000001,833.1125278000002,5518.0,1410.0,0,1,0,0,833.1125278000002,1410.0,833.1125278000002,833.1125278000002,867.9176520000001,1410.0,1410.0,5518.0
78,78,transportmoment.mps.gz,2924.7427318,1370.3830024,10643.0,75129.0,0,1,0,0,1370.3830024,10643.0,1370.3830024,1370.3830024,2924.7427318,75129.0,75129.0,10643.0
79,79,icir97_tension.mps.gz,4717.400735,15653.046966999998,1112767.0,12716437.0,1,1,1,1,4717.400735,1112767.0,4717.400735,4717.400735,4717.400735,1112767.0,1112767.0,1112767.0
80,80,neos-480878.mps.gz,38.4754612,48.908301200000004,1347.0,4246.0,1,1,1,1,38.4754612,1347.0,38.4754612,38.4754612,38.4754612,1347.0,1347.0,1347.0
81,81,mcsched.mps.gz,252.7370788,309.8460824,4272.0,20843.0,1,1,1,1,252.7370788,4272.0,252.7370788,252.7370788,252.7370788,4272.0,4272.0,4272.0
82,82,neos-933966.mps.gz,6024.285113,1513.0224954000003,734.0,87.0,0,1,0,0,1513.0224954000003,87.0,1513.0224954000003,1513.0224954000003,6024.285113,87.0,87.0,734.0
83,83,map06.mps.gz,1056.2841810000002,1010.452008,738.0,756.0,1,1,1,0,1010.452008,738.0,1056.2841810000002,1056.2841810000002,1056.2841810000002,738.0,738.0,738.0
84,84,neos-3592146-hawea.mps.gz,18000.019898399998,4257.709032200001,802754.0,378205.0,0,0,0,0,4257.709032200001,378205.0,4257.709032200001,4257.709032200001,4257.709032200001,378205.0,378205.0,378205.0
85,85,npmv07.mps.gz,238.2280322,420.50242280000003,3.0,16.0,1,1,1,1,238.2280322,3.0,238.2280322,238.2280322,238.2280322,3.0,3.0,3.0
86,86,ns2034125.mps.gz,14247.738842800001,19651.3772742,12420.0,174532.0,1,1,1,1,14247.738842800001,12420.0,14247.738842800001,14247.738842800001,14247.738842800001,12420.0,12420.0,12420.0
87,87,markshare_4_0.mps.gz,206.5255008,166.4555846,2188801.0,2130216.0,0,0,0,0,166.4555846,2130216.0,166.4555846,166.4555846,166.4555846,2130216.0,2130216.0,2130216.0
88,88,beavma.mps.gz,1.5795578000000001,10.393686399999998,1.0,5697.0,1,1,1,1,1.5795578000000001,1.0,1.5795578000000001,1.5795578000000001,1.5795578000000001,1.0,1.0,1.0
89,89,supportcase37.mps.gz,119.99913280000001,248.2825686,23.0,1140.0,1,1,1,1,119.99913280000001,23.0,119.99913280000001,119.99913280000001,119.99913280000001,23.0,23.0,23.0
90,90,neos-1171448.mps.gz,7.233580999999999,40.6969446,1.0,8.0,1,1,1,1,7.233580999999999,1.0,7.233580999999999,7.233580999999999,7.233580999999999,1.0,1.0,1.0
91,91,biella1.mps.gz,1142.0292748000002,3262.7166184,199.0,10432.0,1,1,1,1,1142.0292748000002,199.0,1142.0292748000002,1142.0292748000002,1142.0292748000002,199.0,199.0,199.0
92,92,neos-5192052-neckar.mps.gz,0.0443422,0.0852812,1.0,1.0,1,1,1,1,0.0443422,1.0,0.0443422,0.0443422,0.0443422,1.0,1.0,1.0
93,93,gen-ip036.mps.gz,734.7128842,662.7741472000001,2144143.0,2023646.0,0,0,0,0,662.7741472000001,2023646.0,662.7741472000001,662.7741472000001,662.7741472000001,2023646.0,2023646.0,2023646.0
94,94,fastxgemm-n2r7s4t1.mps.gz,1527.5183824,14102.9914986,187498.0,1794161.0,1,1,1,1,1527.5183824,187498.0,1527.5183824,1527.5183824,1527.5183824,187498.0,187498.0,187498.0
95,95,dano3_3.mps.gz,135.0684252,231.6364242,16.0,20.0,1,1,1,1,135.0684252,16.0,135.0684252,135.0684252,135.0684252,16.0,16.0,16.0
96,96,neos-1367061.mps.gz,109.14186839999999,243.30316199999996,1.0,1.0,1,1,1,1,109.14186839999999,1.0,109.14186839999999,109.14186839999999,109.14186839999999,1.0,1.0,1.0
97,97,neos-1445765.mps.gz,59.223764200000005,66.0319464,263.0,612.0,1,1,1,1,59.223764200000005,263.0,59.223764200000005,59.223764200000005,59.223764200000005,263.0,263.0,263.0
98,98,neos-4338804-snowy.mps.gz,8287.774171000001,18009.154231599998,4344551.0,21969663.6,1,1,1,1,8287.774171000001,4344551.0,8287.774171000001,8287.774171000001,8287.774171000001,4344551.0,4344551.0,4344551.0
99,99,timtab1.mps.gz,70.7734738,10529.7979868,32472.0,17501066.0,1,1,1,1,70.7734738,32472.0,70.7734738,70.7734738,70.7734738,32472.0,32472.0,32472.0
100,100,timtab1CUTS.mps.gz,151.2333056,125.9339336,45864.0,147008.0,0,1,1,0,125.9339336,45864.0,151.2333056,125.9339336,151.2333056,45864.0,147008.0,45864.0
101,101,neos-5140963-mincio.mps.gz,16224.7060062,21488.056024,5624805.0,5551626.6,1,1,1,1,16224.7060062,5551626.6,16224.7060062,16224.7060062,16224.7060062,5624805.0,5624805.0,5624805.0
102,102,neos9.mps.gz,2487.5486386000002,18181.647711,1296.0,42940.0,1,1,1,1,2487.5486386000002,1296.0,2487.5486386000002,2487.5486386000002,2487.5486386000002,1296.0,1296.0,1296.0
103,103,gus-sch.mps.gz,6.703771000000001,14.5269178,136.0,2150.0,1,1,1,1,6.703771000000001,136.0,6.703771000000001,6.703771000000001,6.703771000000001,136.0,136.0,136.0
104,104,ns2071214.mps.gz,3678.6600276,1817.9340856000001,209906.0,171030.0,0,1,0,0,1817.9340856000001,171030.0,1817.9340856000001,1817.9340856000001,3678.6600276,171030.0,171030.0,209906.0
105,105,cap6000.mps.gz,5.2067074,4.6783784,2009.0,1906.0,0,1,1,0,4.6783784,1906.0,5.2067074,4.6783784,5.2067074,2009.0,1906.0,2009.0
106,106,p500x2988d.mps.gz,2.5675902,209.14213279999998,1.0,17714.0,1,1,1,1,2.5675902,1.0,2.5675902,2.5675902,2.5675902,1.0,1.0,1.0
107,107,supportcase34.mps.gz,1295.9650344,17181.4060388,5869.0,95297.8,1,1,1,1,1295.9650344,5869.0,1295.9650344,1295.9650344,1295.9650344,5869.0,5869.0,5869.0
108,108,neos-5093327-huahum.mps.gz,8115.829919599999,18593.907626400007,33313.0,512358.8,1,1,1,1,8115.829919599999,33313.0,8115.829919599999,8115.829919599999,8115.829919599999,33313.0,33313.0,33313.0
109,109,dsbmip.mps.gz,1.8040791999999999,2.4468683999999996,12.0,10.0,1,1,1,1,1.8040791999999999,10.0,1.8040791999999999,1.8040791999999999,1.8040791999999999,12.0,12.0,12.0
110,110,mik-250-20-75-1.mps.gz,13.430595199999999,36.8691332,993.0,94342.0,1,1,1,1,13.430595199999999,993.0,13.430595199999999,13.430595199999999,13.430595199999999,993.0,993.0,993.0
111,111,supportcase43.mps.gz,21.9629302,20.433117399999997,1.0,1.0,0,1,1,0,20.433117399999997,1.0,21.9629302,20.433117399999997,21.9629302,1.0,1.0,1.0
112,112,neos-4333596-skien.mps.gz,150.098923,641.4708605999999,91755.0,472118.0,1,1,1,1,150.098923,91755.0,150.098923,150.098923,150.098923,91755.0,91755.0,91755.0
113,113,neos-4413714-turia.mps.gz,379.8644968,830.3206736,63.0,890.0,1,1,1,1,379.8644968,63.0,379.8644968,379.8644968,379.8644968,63.0,63.0,63.0
114,114,bab5.mps.gz,17866.5860734,18506.063999,204062.2,298315.4,1,1,1,1,17866.5860734,204062.2,17866.5860734,17866.5860734,17866.5860734,204062.2,204062.2,204062.2
115,115,neos-2987310-joes.mps.gz,22.828121000000003,29.047006999999997,1.0,1.0,1,1,1,1,22.828121000000003,1.0,22.828121000000003,22.828121000000003,22.828121000000003,1.0,1.0,1.0
116,116,neos4.mps.gz,1.0173299999999998,0.9805075999999999,1.0,1.0,0,1,0,0,0.9805075999999999,1.0,0.9805075999999999,0.9805075999999999,1.0173299999999998,1.0,1.0,1.0
117,117,neos-885524.mps.gz,668.3628896000001,18659.952656799996,176.0,286520.2,1,1,1,1,668.3628896000001,176.0,668.3628896000001,668.3628896000001,668.3628896000001,176.0,176.0,176.0
118,118,chromaticindex512-7.mps.gz,6847.2236672,1685.7394512,36950.0,375.0,0,1,1,0,1685.7394512,375.0,6847.2236672,1685.7394512,6847.2236672,36950.0,375.0,36950.0
119,119,piperout-27.mps.gz,29.7227794,61.78697639999999,102.0,758.0,1,1,1,1,29.7227794,102.0,29.7227794,29.7227794,29.7227794,102.0,102.0,102.0
120,120,rocII-5-11.mps.gz,17982.472482,18310.9288304,1116519.0,1273813.8,1,1,1,1,17982.472482,1116519.0,17982.472482,17982.472482,17982.472482,1116519.0,1116519.0,1116519.0
121,121,arki001.mps.gz,18000.7384716,3441.9720611999996,2267074.2,1761208.0,0,1,1,0,3441.9720611999996,1761208.0,18000.7384716,3441.9720611999996,18000.7384716,2267074.2,1761208.0,2267074.2
122,122,23588.mps.gz,5.0133938,4.3162748,576.0,981.0,0,1,1,0,4.3162748,576.0,5.0133938,4.3162748,5.0133938,576.0,981.0,576.0
123,123,neos-4971100-bodrog.mps.gz,3.8867165999999997,3.8209796,1.0,1.0,0,1,1,0,3.8209796,1.0,3.8867165999999997,3.8209796,3.8867165999999997,1.0,1.0,1.0
124,124,n2seq36f.mps.gz,19.359966800000002,22.9280198,1580.0,3982.0,1,1,1,1,19.359966800000002,1580.0,19.359966800000002,19.359966800000002,19.359966800000002,1580.0,1580.0,1580.0
125,125,ran13x13.mps.gz,44.481120999999995,149.90139520000002,2468.0,250267.0,1,1,1,1,44.481120999999995,2468.0,44.481120999999995,44.481120999999995,44.481120999999995,2468.0,2468.0,2468.0
126,126,supportcase33.mps.gz,705.3632031999999,1097.0980582,4878.0,17526.0,1,1,1,1,705.3632031999999,4878.0,705.3632031999999,705.3632031999999,705.3632031999999,4878.0,4878.0,4878.0
127,127,pw-myciel4.mps.gz,524.4857786,1120.03485,46551.0,128785.0,1,1,1,1,524.4857786,46551.0,524.4857786,524.4857786,524.4857786,46551.0,46551.0,46551.0
128,128,mik-250-20-75-2.mps.gz,15.7628142,42.396155,427.0,90650.0,1,1,1,1,15.7628142,427.0,15.7628142,15.7628142,15.7628142,427.0,427.0,427.0
129,129,neos-5195221-niemur.mps.gz,2236.5565446000005,3112.564327,44657.0,117919.0,1,1,1,1,2236.5565446000005,44657.0,2236.5565446000005,2236.5565446000005,2236.5565446000005,44657.0,44657.0,44657.0
130,130,neos-5013590-toitoi.mps.gz,18000.013552800003,30526.9186232,1.0,31417.0,1,1,1,1,18000.013552800003,1.0,18000.013552800003,18000.013552800003,18000.013552800003,1.0,1.0,1.0
131,131,shipschedule8shipsmixuci.mps.gz,118.40626320000001,132.82183819999997,1822.0,1222.0,1,1,1,1,118.40626320000001,1222.0,118.40626320000001,118.40626320000001,118.40626320000001,1822.0,1822.0,1822.0
132,132,neos-950242.mps.gz,236.16797899999997,106.51700240000001,100.0,46.0,0,1,0,0,106.51700240000001,46.0,106.51700240000001,106.51700240000001,236.16797899999997,46.0,46.0,100.0
133,133,neos-3759587-noosa.mps.gz,15.419613600000002,16.589990800000002,1.0,1.0,1,1,1,1,15.419613600000002,1.0,15.419613600000002,15.419613600000002,15.419613600000002,1.0,1.0,1.0
134,134,nu120-pr12.mps.gz,4.5727108,13.961900800000002,49.0,1073.0,1,1,1,1,4.5727108,49.0,4.5727108,4.5727108,4.5727108,49.0,49.0,49.0
135,135,neos-555343.mps.gz,18000.0134128,7660.969841,572326.6,1209040.0,0,1,1,0,7660.969841,572326.6,18000.0134128,7660.969841,18000.0134128,572326.6,1209040.0,572326.6
136,136,neos-3755335-nizao.mps.gz,16.0719456,16.4432422,1.0,1.0,1,1,1,1,16.0719456,1.0,16.0719456,16.0719456,16.0719456,1.0,1.0,1.0
137,137,bienst1.mps.gz,211.2598324,74.4663852,17052.0,11113.0,0,1,1,0,74.4663852,11113.0,211.2598324,74.4663852,211.2598324,17052.0,11113.0,17052.0
138,138,neos-3611447-jijia.mps.gz,2.0169395999999997,14.474637999999997,143.0,9767.0,1,1,1,1,2.0169395999999997,143.0,2.0169395999999997,2.0169395999999997,2.0169395999999997,143.0,143.0,143.0
139,139,neos-913984.mps.gz,182.8153186,2433.6142505999997,23.0,12540.0,1,1,1,1,182.8153186,23.0,182.8153186,182.8153186,182.8153186,23.0,23.0,23.0
140,140,neos-3696678-lyvia.mps.gz,0.1954478,0.1945666,1.0,1.0,0,1,1,0,0.1945666,1.0,0.1954478,0.1945666,0.1954478,1.0,1.0,1.0
141,141,disctom.mps.gz,8.990438000000001,8.4325328,1.0,1.0,0,1,1,0,8.4325328,1.0,8.990438000000001,8.4325328,8.990438000000001,1.0,1.0,1.0
142,142,app2-1.mps.gz,0.43652100000000005,0.44605880000000003,1.0,1.0,1,1,1,1,0.43652100000000005,1.0,0.43652100000000005,0.43652100000000005,0.43652100000000005,1.0,1.0,1.0
143,143,tbfp-network.mps.gz,1033.9815594,2095.6854118,34.0,419.0,1,1,1,1,1033.9815594,34.0,1033.9815594,1033.9815594,1033.9815594,34.0,34.0,34.0
